LOC_BUFF_N,LOC_FILE_N,LOC_COMP_C,LOC_REC_SI,LOC_REC_TY,LOC_LOCATI,LOC_DESCRI
ISSRINFO,ISESINFO,B99,1171,B,TESTDATA\,
ISSRINFO,ISICINFO,B,1171,B,DEFAULT\,
ISSRINFO,ISICINFO,B99,1171,B,TESTDATA\,
ISSRINFO,ISQTINFO,B,1171,B,DEFAULT\,
ISSRINFO,ISQTINFO,B99,1171,B,TESTDATA\,
ISSRINFO,ISRMAINF,B,1171,B,DEFAULT\,
ISSRINFO,ISRMAINF,B99,1171,B,TESTDATA\,
ISSRINFO,ISRMHINF,B,1171,B,DEFAULT\,
ISSRINFO,ISRMHINF,B99,1171,B,TESTDATA\,
ISSRINFO,ISRMINFO,B,1171,B,DEFAULT\,
ISSRINFO,ISRMINFO,B99,1171,B,TESTDATA\,
ISSRINFO,ISSOAINF,B,1171,B,DEFAULT\,
ISSRINFO,ISSOAINF,B99,1171,B,TESTDATA\,
ISSRINFO,ISSOHINF,B,1171,B,DEFAULT\,
ISSRINFO,ISSOHINF,B99,1171,B,TESTDATA\,
ISSRINFO,ISSOINFO,B,1171,B,DEFAULT\,
ISSRINFO,ISSOINFO,B99,1171,B,TESTDATA\,
ISSRINFO,ISSRAINF,B,1171,B,DEFAULT\,
ISSRINFO,ISSRAINF,B99,1171,B,TESTDATA\,
ISSRINFO,ISSRHINF,B,1171,B,DEFAULT\,
ISSRINFO,ISSRHINF,B99,1171,B,TESTDATA\,
ISSRINFO,ISSRINFO,B,1171,B,DEFAULT\,
ISSRINFO,ISSRINFO,B99,1171,B,TESTDATA\,
ISSRMMS,ISSRAMMS,B,599,B,DEFAULT\,
ISSRMMS,ISSRAMMS,B99,599,B,TESTDATA\,
ISSRMMS,ISSRMMS,B,599,B,DEFAULT\,
ISSRMMS,ISSRMMS,B99,599,B,TESTDATA\,
ISSTRACK,ISSTRACK,B,1166,B,DEFAULT\,
ISSTRACK,ISSTRACK,B99,1166,B,TESTDATA\,
ISSTYPE,ISSTEQUI,B,125,B,DEFAULT\,
ISSTYPE,ISSTEQUI,B99,125,B,TESTDATA\,
ISSTYPE,ISSTTYPE,B,125,B,DEFAULT\,
ISSTYPE,ISSTTYPE,B99,125,B,TESTDATA\,
ISSTYPE,ISSTYPE,B,125,B,DEFAULT\,
ISSTYPE,ISSTYPE,B99,125,B,TESTDATA\,
ISTAXFIL,ISTAXFIL,B,563,B,DEFAULT\,
ISTAXFIL,ISTAXFIL,B99,563,B,TESTDATA\,
ISTAXGRP,ISTAXGRP,B,857,B,DEFAULT\,
ISTAXGRP,ISTAXGRP,B99,857,B,TESTDATA\,
ISTERMS,ISTERMS,B,191,B,DEFAULT\,
ISTERMS,ISTERMS,B99,191,B,TESTDATA\,
ISTOOLOG,ISTOOLOG,B,1005,B,DEFAULT\,
ISTOOLOG,ISTOOLOG,B99,1005,B,TESTDATA\,
ISTRIGRS,ISTRIGRS,B,6664,B,DEFAULT\,
ISTRIGRS,ISTRIGRS,B99,6664,B,TESTDATA\,
ISUDFINV,ISUDFINV,B,167,B,DEFAULT\,
ISUDFINV,ISUDFINV,B99,167,B,TESTDATA\,
ISUDMSTR,ISUDMSTR,B,185,B,DEFAULT\,
ISUDMSTR,ISUDMSTR,B99,185,B,TESTDATA\,
ISUSAGE,ISUSAGE,B,2103,B,DEFAULT\,
ISUSAGE,ISUSAGE,B99,2103,B,TESTDATA\,
ISVAR,ISVAR,B,1106,B,DEFAULT\,
ISVAR,ISVAR,B99,1106,B,TESTDATA\,
ISVARSQL,ISVARSQL,B,63,B,DEFAULT\,
ISVARSQL,ISVARSQL,B99,63,B,TESTDATA\,
ISVNDADT,ISVNDADT,B,699,B,DEFAULT\,
ISVNDADT,ISVNDADT,B99,699,B,TESTDATA\,
ISWOCLOG,ISWOCLOG,B,443,B,DEFAULT\,
ISWOCLOG,ISWOCLOG,B99,443,B,TESTDATA\,
ISWOEX,ISWOEX,B,1171,B,DEFAULT\,
ISWOEX,ISWOEX,B99,1171,B,TESTDATA\,
ISWOEX,ISWOHEX,B,1171,B,DEFAULT\,
ISWOEX,ISWOHEX,B99,1171,B,TESTDATA\,
ISWOPRIO,ISWOPRIO,B,139,B,DEFAULT\,
ISWOPRIO,ISWOPRIO,B99,139,B,TESTDATA\,
ISWOQUE,ISWOQUE,B,149,B,DEFAULT\,
ISWOQUE,ISWOQUE,B99,149,B,TESTDATA\,
ISWOROEX,ISWOROEX,B,799,B,DEFAULT\,
ISWOROEX,ISWOROEX,B99,799,B,TESTDATA\,
ISWOROEX,ISWROHEX,B,799,B,DEFAULT\,
ISWOROEX,ISWROHEX,B99,799,B,TESTDATA\,
ISWOTRAY,ISWOBINS,B,1015,B,DEFAULT\,
ISWOTRAY,ISWOBINS,B99,1015,B,TESTDATA\,
ISWOTRAY,ISWOHBNS,B,1015,B,DEFAULT\,
ISWOTRAY,ISWOHBNS,B99,1015,B,TESTDATA\,
ISWOTRAY,ISWOTRAY,B,1015,B,DEFAULT\,
ISWOTRAY,ISWOTRAY,B99,1015,B,TESTDATA\,
JGPITEMS,JGPITEMS,B,3959,B,DEFAULT\,
JGPITEMS,JGPITEMS,B99,3959,B,TESTDATA\,
JSPCNLCD,JSPCNLCD,B,165,B,DEFAULT\,
JSPCNLCD,JSPCNLCD,B99,165,B,TESTDATA\,
JSPCNLSO,JSPCNLSO,B,183,B,DEFAULT\,
JSPCNLSO,JSPCNLSO,B99,183,B,TESTDATA\,
LANGDICT,LANGDICT,B,343,B,DEFAULT\,
LANGDICT,LANGDICT,B99,343,B,TESTDATA\,
LOT,ISALOT,B,427,B,DEFAULT\,
LOT,ISALOT,B99,427,B,TESTDATA\,
LOT,LOT,B,427,B,DEFAULT\,
LOT,LOT,B99,427,B,TESTDATA\,
MACHINE,MACHINE,B,651,B,DEFAULT\,
MACHINE,MACHINE,B99,651,B,TESTDATA\,
MEMORY,MEMORY,B,0,B,DEFAULT\,
MENUFILE,MENUFILE,B,932,B,DEFAULT\,
MENUFILE,MENUFILE,B99,932,B,TESTDATA\,
MKAHIST,MKAHIST,B,161,B,DEFAULT\,
MKAHIST,MKAHIST,B99,161,B,TESTDATA\,
MKASSIGN,MKASSIGN,B,36,B,DEFAULT\,
MKASSIGN,MKASSIGN,B99,36,B,TESTDATA\,
MKDEF,MKDEF,B,63,B,DEFAULT\,
MKDEF,MKDEF,B99,63,B,TESTDATA\,
MKECLASS,MKECLASS,B,54,B,DEFAULT\,
MKECLASS,MKECLASS,B99,54,B,TESTDATA\,
MKECLASS,MKICLASS,B,54,B,DEFAULT\,
MKECLASS,MKICLASS,B99,54,B,TESTDATA\,
MKEVENT,MKEVENT,B,243,B,DEFAULT\,
MKEVENT,MKEVENT,B99,243,B,TESTDATA\,
MKFORM,MKFORM,B,105,B,DEFAULT\,
MKFORM,MKFORM,B99,105,B,TESTDATA\,
MKTCLASS,MKTCLASS,B,54,B,DEFAULT\,
MKTCLASS,MKTCLASS,B99,54,B,TESTDATA\,
MKTNOTE,MKTNOTE,B,80,B,DEFAULT\,
MKTNOTE,MKTNOTE,B99,80,B,TESTDATA\,
MKTRACK,MKTRACK,B,62,B,DEFAULT\,
MKTRACK,MKTRACK,B99,62,B,TESTDATA\,
MKTROUT,MKTROUT,B,36,B,DEFAULT\,
MKTROUT,MKTROUT,B99,36,B,TESTDATA\,
MTEXCHG,MTEXCHG,B,127,B,DEFAULT\,
MTEXCHG,MTEXCHG,B99,127,B,TESTDATA\,
MTICMSTR,ISMICADT,B,1533,B,DEFAULT\,
MTICMSTR,ISMICADT,B99,1533,B,TESTDATA\,
MTICMSTR,ISMICESA,B,1533,B,DEFAULT\,
MTICMSTR,ISMICESA,B99,1533,B,TESTDATA\,
MTICMSTR,ISMICEST,B,1533,B,DEFAULT\,
MTICMSTR,ISMICEST,B99,1533,B,TESTDATA\,
MTICMSTR,ISMICSTD,B,1533,B,DEFAULT\,
MTICMSTR,ISMICSTD,B99,1533,B,TESTDATA\,
MTICMSTR,MTICAMTR,B,1533,B,DEFAULT\,
MTICMSTR,MTICAMTR,B99,1533,B,TESTDATA\,
MTICMSTR,MTICEMTR,B,1533,B,DEFAULT\,
MTICMSTR,MTICEMTR,B99,1533,B,TESTDATA\,
MTICMSTR,MTICMSTR,B,1533,B,DEFAULT\,
MTICMSTR,MTICMSTR,B99,1533,B,TESTDATA\,
MTICMSTR,MTINVDEF,B,1533,B,DEFAULT\,
MTICMSTR,MTINVDEF,B99,1533,B,TESTDATA\,
MTMRP,ISMRPOLD,B,145,B,DEFAULT\,
MTMRP,ISMRPOLD,B99,145,B,TESTDATA\,
MTMRP,MTMRP,B,145,B,DEFAULT\,
MTMRP,MTMRP,B99,145,B,TESTDATA\,
MWOPTEMP,MWOPTEMP,B,163,B,DEFAULT\,
MWOPTEMP,MWOPTEMP,B99,163,B,TESTDATA\,
NZITPRE,NZITPRE,B,828,B,DEFAULT\,
NZITPRE,NZITPRE,B99,828,B,TESTDATA\,
OPQCDESC,OPQCDESC,B,161,B,DEFAULT\,
OPQCDESC,OPQCDESC,B99,161,B,TESTDATA\,
OUTPROC,OUTHPROC,B,229,B,DEFAULT\,
OUTPROC,OUTHPROC,B99,229,B,TESTDATA\,
OUTPROC,OUTPROC,B,229,B,DEFAULT\,
OUTPROC,OUTPROC,B99,229,B,TESTDATA\,
PIBINLOC,PIBINLOC,B,212,B,DEFAULT\,
PIBINLOC,PIBINLOC,B99,212,B,TESTDATA\,
PIBINLOT,PIBINLOT,B,166,B,DEFAULT\,
PIBINLOT,PIBINLOT,B99,166,B,TESTDATA\,
PRGFILE,PRGFILE,B,0,B,DEFAULT\,
PRGFILE,PRGFILE,B99,0,B,TESTDATA\,
PRGFILE2,PRGFILE2,B,0,B,DEFAULT\,
PRGFILE2,PRGFILE2,B99,0,B,TESTDATA\,
QCCODES,QCCODES,B,32,B,DEFAULT\,
QCCODES,QCCODES,B99,32,B,TESTDATA\,
ROCHG,ROCHG,B,342,B,DEFAULT\,
ROCHG,ROCHG,B99,342,B,TESTDATA\,
ROUTING,BKRTEMTR,B,1514,B,DEFAULT\,
ROUTING,BKRTEMTR,B99,1514,B,TESTDATA\,
ROUTING,ISRTESA,B,1514,B,DEFAULT\,
ROUTING,ISRTESA,B99,1514,B,TESTDATA\,
ROUTING,ISRTEST,B,1514,B,DEFAULT\,
ROUTING,ISRTEST,B99,1514,B,TESTDATA\,
ROUTING,ROUTAING,B,1514,B,DEFAULT\,
ROUTING,ROUTAING,B99,1514,B,TESTDATA\,
ROUTING,ROUTING,B,1514,B,DEFAULT\,
ROUTING,ROUTING,B99,1514,B,TESTDATA\,
ROUTING,ROUTTEMP,B,1514,B,DEFAULT\,
ROUTING,ROUTTEMP,B99,1514,B,TESTDATA\,
SCHEDCAL,SCHEDCAL,B,29,B,DEFAULT\,
SCHEDCAL,SCHEDCAL,B99,29,B,TESTDATA\,
SCHWO,SCHWO,B,68,B,DEFAULT\,
SCHWO,SCHWO,B99,68,B,TESTDATA\,
SCRAP,SCRAP,B,272,B,DEFAULT\,
SCRAP,SCRAP,B99,272,B,TESTDATA\,
SERIAL,SERIAL,B,417,B,DEFAULT\,
SERIAL,SERIAL,B99,417,B,TESTDATA\,
SERIAL,SERIALH,B,417,B,DEFAULT\,
SERIAL,SERIALH,B99,417,B,TESTDATA\,
SUMCUST,SUMCUST,B,30,B,DEFAULT\,
SUMCUST,SUMCUST,B99,30,B,TESTDATA\,
SUMINV,SUMINV,B,149,B,DEFAULT\,
SUMINV,SUMINV,B99,149,B,TESTDATA\,
SUMPNCUS,SUMPNCUS,B,45,B,DEFAULT\,
SUMPNCUS,SUMPNCUS,B99,45,B,TESTDATA\,
SUMWC,SUMWC,B,48,B,DEFAULT\,
SUMWC,SUMWC,B99,48,B,TESTDATA\,
TASCMDH,TASCMDH,B,0,B,DEFAULT\,
TASCMDL,TASCMDL,B,0,B,DEFAULT\,
TASCOLOR,TASCOLOR,OVL,76,F,,Color information file.
TASEDHLP,TASEDHLP,B,72,B,DEFAULT\,
TASMAKE,TASMAKE,B,27,B,DEFAULT\,Make file list for LIB compiler
TASMSLB,TASMSLB,B,98,B,DEFAULT\,Source library master controlling file.
TESTARRA,TESTARRA,B,110,B,DEFAULT\,
TESTARRA,TESTARRA,B99,110,B,TESTDATA\,
TESTFILE,TESTFILE,B,247,B,DEFAULT\,
TESTFILE,TESTFILE,B99,247,B,TESTDATA\,
TOOL,TOOL,B,1134,B,DEFAULT\,
TOOL,TOOL,B99,1134,B,TESTDATA\,
TRANSLTE,TRANSLTE,B,0,B,,
WBTRVMEM,WBTRVMEMO,B,0,B,,
WCCTL,WCCTL,B,37,B,DEFAULT\,
WCCTL,WCCTL,B99,37,B,TESTDATA\,
WCTRLOAD,WCTRLOAD,B,152,B,DEFAULT\,
WCTRLOAD,WCTRLOAD,B99,152,B,TESTDATA\,
WCTRLOAD,WCTRSLOD,B,152,B,DEFAULT\,
WCTRLOAD,WCTRSLOD,B99,152,B,TESTDATA\,
WOBOM,WOBOM,B,496,B,DEFAULT\,
WOBOM,WOBOM,B99,496,B,TESTDATA\,
WOBOM,WOHBOM,B,496,B,DEFAULT\,
WOBOM,WOHBOM,B99,496,B,TESTDATA\,
WOBOM,WOSBOM,B,496,B,DEFAULT\,
WOBOM,WOSBOM,B99,496,B,TESTDATA\,
WOBOMCHG,WOBOMCHG,B,353,B,DEFAULT\,
WOBOMCHG,WOBOMCHG,B99,353,B,TESTDATA\,
WOBOMREM,WOBOMHRM,B,1320,B,DEFAULT\,
WOBOMREM,WOBOMHRM,B99,1320,B,TESTDATA\,
WOBOMREM,WOBOMREM,B,1320,B,DEFAULT\,
WOBOMREM,WOBOMREM,B99,1320,B,TESTDATA\,
WODATE,WODATE,B,157,B,DEFAULT\,
WODATE,WODATE,B99,157,B,TESTDATA\,
WODATE,WOHDATE,B,157,B,DEFAULT\,
WODATE,WOHDATE,B99,157,B,TESTDATA\,
WOEXCHG,WOEXCHG,B,113,B,DEFAULT\,
WOEXCHG,WOEXCHG,B99,113,B,TESTDATA\,
WOEXCHG,WOHEXCHG,B,113,B,DEFAULT\,
WOEXCHG,WOHEXCHG,B99,113,B,TESTDATA\,
WOLABOR,WOELABOR,B,799,B,DEFAULT\,
WOLABOR,WOELABOR,B99,799,B,TESTDATA\,
WOLABOR,WOHLABOR,B,799,B,DEFAULT\,
WOLABOR,WOHLABOR,B99,799,B,TESTDATA\,
WOLABOR,WOLABOR,B,799,B,DEFAULT\,
WOLABOR,WOLABOR,B99,799,B,TESTDATA\,
WOLABOR,WOLABRPT,B,799,B,DEFAULT\,
WOLABOR,WOLABRPT,B99,799,B,TESTDATA\,
WOMAT,WOEMAT,B,466,B,DEFAULT\,
WOMAT,WOEMAT,B99,466,B,TESTDATA\,
WOMAT,WOHMAT,B,466,B,DEFAULT\,
WOMAT,WOHMAT,B99,466,B,TESTDATA\,
WOMAT,WOMAT,B,466,B,DEFAULT\,
WOMAT,WOMAT,B99,466,B,TESTDATA\,
WORECV,ISNCRTXN,B,131,B,DEFAULT\,
WORECV,ISNCRTXN,B99,131,B,TESTDATA\,
WORECV,WOERECV,B,131,B,DEFAULT\,
WORECV,WOERECV,B99,131,B,TESTDATA\,
WORECV,WOHRECV,B,131,B,DEFAULT\,
WORECV,WOHRECV,B99,131,B,TESTDATA\,
WORECV,WORECV,B,131,B,DEFAULT\,
WORECV,WORECV,B99,131,B,TESTDATA\,
WORKCHG,WORKACHG,B,458,B,DEFAULT\,
WORKCHG,WORKACHG,B99,458,B,TESTDATA\,
WORKCHG,WORKCHG,B,458,B,DEFAULT\,
WORKCHG,WORKCHG,B99,458,B,TESTDATA\,
WORKCTR,WORKCTR,B,468,B,DEFAULT\,
WORKCTR,WORKCTR,B99,468,B,TESTDATA\,
WORKORD,WORKHORD,B,1173,B,DEFAULT\,
WORKORD,WORKHORD,B99,1173,B,TESTDATA\,
WORKORD,WORKORD,B,1173,B,DEFAULT\,
WORKORD,WORKORD,B99,1173,B,TESTDATA\,
WORKORD,WORKSORD,B,1173,B,DEFAULT\,
WORKORD,WORKSORD,B99,1173,B,TESTDATA\,
WOROCHG,WOROCHG,B,352,B,DEFAULT\,
WOROCHG,WOROCHG,B99,352,B,TESTDATA\,
WOROUT,WOHROUT,B,1590,B,DEFAULT\,
WOROUT,WOHROUT,B99,1590,B,TESTDATA\,
WOROUT,WOROUT,B,1590,B,DEFAULT\,
WOROUT,WOROUT,B99,1590,B,TESTDATA\,
WOROUT,WOROUTMP,B,1590,B,DEFAULT\,
WOROUT,WOROUTMP,B99,1590,B,TESTDATA\,
WOROUT,WOSROUT,B,1590,B,DEFAULT\,
WOROUT,WOSROUT,B99,1590,B,TESTDATA\,
BKBMMSTR,ISMYBOM,B,215,B,DEFAULT\,
BKBMMSTR,ISMYBOM,B99,215,B,TESTDATA\,
ISEXUSER,ISEXUSER,B,944,B,DEFAULT\,
ISEXUSER,ISEXUSER,B99,944,B,TESTDATA\,
BKARINV,ISECIH,B,1551,B,DEFAULT\,
BKARINV,ISECIH,B99,1551,B,TESTDATA\,
BKARINVL,ISECIL,B,312,B,DEFAULT\,
BKARINVL,ISECIL,B99,312,B,TESTDATA\,
INVTXN,ISBTXFER,B,543,B,DEFAULT\,
INVTXN,ISBTXFER,B99,543,B,TESTDATA\,
ISCNTRY,ISCNTRY,B,108,B,DEFAULT\,
ISCNTRY,ISCNTRY,B99,108,B,TESTDATA\,
ISSRINFO,ISECINFO,B,1171,B,DEFAULT\,
ISSRINFO,ISECINFO,B99,1171,B,TESTDATA\,
WOBOM,ISMYWOBM,B,496,B,DEFAULT\,
WOBOM,ISMYWOBM,B99,496,B,TESTDATA\,
BKAPPO,ISSPOH,B,893,B,DEFAULT\,
BKAPPO,ISSPOH,B99,893,B,TESTDATA\,
BKAPPOL,ISSPOL,B,370,B,DEFAULT\,
BKAPPOL,ISSPOL,B99,370,B,TESTDATA\,
BKARINV,ISSSOH,B,1551,B,DEFAULT\,
BKARINV,ISSSOH,B99,1551,B,TESTDATA\,
BKARINV,ISSQTH,B,1551,B,DEFAULT\,
BKARINV,ISSQTH,B99,1551,B,TESTDATA\,
BKARINV,ISSEDH,B,1551,B,DEFAULT\,
BKARINV,ISSEDH,B99,1551,B,TESTDATA\,
BKARINV,ISSRCH,B,1551,B,DEFAULT\,
BKARINV,ISSRCH,B99,1551,B,TESTDATA\,
BKARINV,ISSRMH,B,1551,B,DEFAULT\,
BKARINV,ISSRMH,B99,1551,B,TESTDATA\,
BKARINV,ISSSRH,B,1551,B,DEFAULT\,
BKARINV,ISSSRH,B99,1551,B,TESTDATA\,
BKARINV,ISSESH,B,1551,B,DEFAULT\,
BKARINV,ISSESH,B99,1551,B,TESTDATA\,
BKARINVL,ISSSOL,B,312,B,DEFAULT\,
BKARINVL,ISSSOL,B99,312,B,TESTDATA\,
BKARINVL,ISSQTL,B,312,B,DEFAULT\,
BKARINVL,ISSQTL,B99,312,B,TESTDATA\,
BKARINVL,ISSEDL,B,312,B,DEFAULT\,
BKARINVL,ISSEDL,B99,312,B,TESTDATA\,
BKARINVL,ISSRCL,B,312,B,DEFAULT\,
BKARINVL,ISSRCL,B99,312,B,TESTDATA\,
BKARINVL,ISSRML,B,312,B,DEFAULT\,
BKARINVL,ISSRML,B99,312,B,TESTDATA\,
BKARINVL,ISSSRL,B,312,B,DEFAULT\,
BKARINVL,ISSSRL,B99,312,B,TESTDATA\,
BKARINVL,ISSESL,B,312,B,DEFAULT\,
BKARINVL,ISSESL,B99,312,B,TESTDATA\,
BKLUGRID,BKLUGRID,C,,C,DRILL\,
AHSYLOG,AHSYLOG,BI2,27,B,I2\,
BKART,ARTTEMP,BI2,70,B,I2\,
BKABCUST,BKABCUST,BI2,13,B,I2\,
BKABVEND,BKABVEND,BI2,33,B,I2\,
BKACTRPT,BKACTRPT,BI2,534,B,I2\,
BKCMACCN,BKAPACCN,BI2,4251,B,I2\,
BKAPDESC,BKAPADSC,BI2,120,B,I2\,
BKAPPO,BKAPAPO,BI2,893,B,I2\,
BKAPPOL,BKAPAPOL,BI2,370,B,I2\,
BKAPCHKF,BKAPCHKF,BI2,91,B,I2\,
BKAPCHKF,BKAPCHKH,BI2,91,B,I2\,
BKARDEP,BKAPDEP,BI2,81,B,I2\,
BKAPDESC,BKAPDESC,BI2,120,B,I2\,
BKAPINVT,BKAPEIVT,BI2,175,B,I2\,
BKAPVEND,BKAPEVND,BI2,2230,B,I2\,
BKAPDESC,BKAPHDSC,BI2,120,B,I2\,
BKAPPO,BKAPHPO,BI2,893,B,I2\,
BKAPPOL,BKAPHPOL,BI2,370,B,I2\,
BKAPINVL,BKAPINVL,BI2,3756,B,I2\,
BKAPINVT,BKAPINVT,BI2,175,B,I2\,
BKAPNOTE,BKAPNOTE,BI2,642,B,I2\,
BKAPPO,BKAPPO,BI2,893,B,I2\,
BKAPPOL,BKAPPOL,BI2,370,B,I2\,
BKRFQ,BKAPQUOT,BI2,466,B,I2\,
BKAPPO,BKAPRFQ,BI2,893,B,I2\,
BKAPPOL,BKAPRFQL,BI2,370,B,I2\,
BKAPINVL,BKAPRIVL,BI2,3756,B,I2\,
BKAPVEND,BKAPVEND,BI2,2230,B,I2\,
BKAPVND2,BKAPVND2,BI2,1831,B,I2\,
BKAPCHKF,BKARCHKF,BI2,91,B,I2\,
BKAPCHKF,BKARCHKH,BI2,91,B,I2\,
BKARCUST,BKARCUST,BI2,2498,B,I2\,
BKARDEP,BKARDEP,BI2,81,B,I2\,
BKAPDESC,BKARDESC,BI2,120,B,I2\,
BKAPDESC,BKARDPST,BI2,120,B,I2\,
BKARCUST,BKARECST,BI2,2498,B,I2\,
BKARINVT,BKAREIVT,BI2,189,B,I2\,
BKAPDESC,BKARHDSC,BI2,120,B,I2\,
BKARINV,BKARHINV,BI2,1551,B,I2\,
BKARINVL,BKARHIVL,BI2,312,B,I2\,
BKARHTAX,BKARHTAX,BI2,42,B,I2\,
BKARINV,BKARINV,BI2,1551,B,I2\,
BKARINVI,BKARINVI,BI2,124,B,I2\,
BKARINVL,BKARINVL,BI2,312,B,I2\,
BKARINVT,BKARINVT,BI2,189,B,I2\,
BKARINVV,BKARINVV,BI2,673,B,I2\,
BKAPDESC,BKARRDSC,BI2,120,B,I2\,
BKARINV,BKARRINV,BI2,1551,B,I2\,
BKARINVL,BKARRIVL,BI2,312,B,I2\,
BKARCUST,BKARSHIP,BI2,2498,B,I2\,
BKARINVL,BKARSIVL,BI2,312,B,I2\,
BKART,BKART,BI2,70,B,I2\,
BKARTNOT,BKARTNOT,BI2,40,B,I2\,
BKARTXN,BKARTXN,BI2,251,B,I2\,
BKARTXN,BKARTXNB,BI2,251,B,I2\,
BKARTXN,BKARTXNS,BI2,251,B,I2\,
BKBMMSTR,BKBMAMTR,BI2,215,B,I2\,
BKBMMSTR,BKBMARC,BI2,215,B,I2\,
BKBMMSTR,BKBMAVAL,BI2,215,B,I2\,
BKBMCNFG,BKBMCNFG,BI2,26,B,I2\,
BKBMDIM,BKBMDIM,BI2,134,B,I2\,
BKBMMSTR,BKBMEMTR,BI2,215,B,I2\,
BKBMREMK,BKBMERMK,BI2,1062,B,I2\,
BKBMMSTR,BKBMMSTR,BI2,215,B,I2\,
BKBMNOTE,BKBMNOTE,BI2,975,B,I2\,
BKBMREMK,BKBMREMK,BI2,1062,B,I2\,
BKBMMSTR,BKBMSUMM,BI2,215,B,I2\,
BKCMACCC,BKCMACCC,BI2,30,B,I2\,
BKCMACCL,BKCMACCL,BI2,15,B,I2\,
BKCMACCN,BKCMACCN,BI2,4251,B,I2\,
BKCMACCT,BKCMACCT,BI2,1014,B,I2\,
BKCMACFC,BKCMACFC,BI2,33,B,I2\,
BKCMACTD,BKCMACTD,BI2,116,B,I2\,
BKCMACTF,BKCMACTF,BI2,331,B,I2\,
BKCMACTH,BKCMACTH,BI2,201,B,I2\,
BKCMCNTD,BKCMCNTD,BI2,252,B,I2\,
BKCMCTRL,BKCMCTL1,BI2,10,B,I2\,
BKCMCTRL,BKCMCTL2,BI2,10,B,I2\,
BKCMCTRL,BKCMCTL3,BI2,10,B,I2\,
BKCMCTRL,BKCMCTL4,BI2,10,B,I2\,
BKCMCTRL,BKCMCTRL,BI2,10,B,I2\,
BKARCUST,BKCMCUST,BI2,2498,B,I2\,
BKCMACCT,BKCMDE,BI2,1014,B,I2\,
BKCMDTCD,BKCMDTCD,BI2,27,B,I2\,
BKCMDUN,BKCMDUN,BI2,482,B,I2\,
BKCMDUNH,BKCMDUNH,BI2,47,B,I2\,
BKCMACCL,BKCMEACC,BI2,15,B,I2\,
BKCMACTD,BKCMEACD,BI2,116,B,I2\,
BKCMACTF,BKCMEACF,BI2,331,B,I2\,
BKCMACTH,BKCMEACH,BI2,201,B,I2\,
BKCMACCT,BKCMEACT,BI2,1014,B,I2\,
BKCMFTME,BKCMEFTM,BI2,53,B,I2\,
BKCMFORM,BKCMFORM,BI2,132,B,I2\,
BKCMFTME,BKCMFTME,BI2,53,B,I2\,
BKCMHCD2,BKCMHCD2,BI2,50,B,I2\,
BKCMHCOD,BKCMHCOD,BI2,85,B,I2\,
BKCMLEAD,BKCMLEAD,BI2,30,B,I2\,
BKCMMHST,BKCMMHST,BI2,384,B,I2\,
BKCMPCFC,BKCMPCFC,BI2,33,B,I2\,
BKCMPCNT,BKCMPCNT,BI2,733,B,I2\,
BKCMPCTF,BKCMPCTF,BI2,322,B,I2\,
BKCMPCTH,BKCMPCTH,BI2,134,B,I2\,
BKCMREP,BKCMREP,BI2,128,B,I2\,
BKCMSBDF,BKCMSBDF,BI2,21,B,I2\,
BKCMTEMP,BKCMTEMP,BI2,46,B,I2\,
BKCMTERR,BKCMTERR,BI2,296,B,I2\,
BKCMTEMP,BKCMTMP1,BI2,46,B,I2\,
BKCMTEMP,BKCMTMP2,BI2,46,B,I2\,
BKCMTEMP,BKCMTMP3,BI2,46,B,I2\,
BKCMTEMP,BKCMTMP4,BI2,46,B,I2\,
BKCMVNDF,BKCMVNDF,BI2,330,B,I2\,
BKCMVNDH,BKCMVNDH,BI2,134,B,I2\,
BKCMVNFC,BKCMVNFC,BI2,33,B,I2\,
BKCPEC,BKCPEC,BI2,84,B,I2\,
BKCPMSTR,BKCPMSTR,BI2,280,B,I2\,
BKDCCFG,BKDCCFG,BI2,200,B,I2\,
BKDCLAB,BKDCCLAB,BI2,877,B,I2\,
BKDCLAB,BKDCHLAB,BI2,877,B,I2\,
BKDCLAB,BKDCLAB,BI2,877,B,I2\,
BKDCLAB,BKDCPLAB,BI2,877,B,I2\,
BKDCSHFT,BKDCSHFT,BI2,245,B,I2\,
BKDCLAB,BKDCTLAB,BI2,877,B,I2\,
BKEDIDUN,BKEDIDUN,BI2,33,B,I2\,
BKARINV,BKEDIH,BI2,1551,B,I2\,
BKARINVL,BKEDIL,BI2,312,B,I2\,
BKEDMSTR,BKEDMSTR,BI2,89,B,I2\,
BKEDNOTE,BKEDNOTE,BI2,96,B,I2\,
BKEDPOST,BKEDPOST,BI2,18,B,I2\,
BKESTCFG,BKESTCFG,BI2,315,B,I2\,
BKARINV,BKESTQT,BI2,1551,B,I2\,
BKARINVL,BKESTQTL,BI2,312,B,I2\,
BKFLDHLP,BKFLDHLP,BI2,79,B,I2\,
BKFOCFG,BKFOCFG,BI2,71,B,I2\,
BKGLCHK,BKGLACHK,BI2,173,B,I2\,
BKGLGJLN,BKGLAGJL,BI2,123,B,I2\,
BKGLGJRN,BKGLAGJR,BI2,104,B,I2\,
BKGLTRAN,BKGLATRN,BI2,137,B,I2\,
BKGLCCOA,BKGLCCOA,BI2,490,B,I2\,
BKGLCHK,BKGLCHK,BI2,173,B,I2\,
