LOC_BUFF_N,LOC_FILE_N,LOC_COMP_C,LOC_REC_SI,LOC_REC_TY,LOC_LOCATI,LOC_DESCRI
BOMCHG,BOMCHG,B99,343,B,TESTDATA\,
BTRVCOM,COMMENT,DDF,104,B,,
BTRVFILE,BTRVFILE,B,97,B,DEFAULT\,FILE.DDF fields
BTRVFILE,FILE,DDF,97,B,,
BTRVFILE,BTRVFILE,B99,97,B,TESTDATA\,FILE.DDF fields
BTRVFLD,FIELD,DDF,31,B,,
BTRVFLDX,FIELDEXT,DDF,6,B,,
BTRVINDX,INDEX,DDF,10,B,,
BUCKETS,BUCKETS,B,89,B,DEFAULT\,
BUCKETS,BUCKETS,B99,89,B,TESTDATA\,
CALENDAR,CALENDAR,B,33,B,DEFAULT\,
CALENDAR,CALENDAR,B99,33,B,TESTDATA\,
CALTEMP,CALTEMP,B,12,B,DEFAULT\,
CALTEMP,CALTEMP,B99,12,B,TESTDATA\,
CCEDIXRF,CCEDIXRF,B,70,B,DEFAULT\,
CCEDIXRF,CCEDIXRF,B99,70,B,TESTDATA\,
CLASMSTR,CLASMSTR,B,34,B,DEFAULT\,
CLASMSTR,CLASMSTR,B99,34,B,TESTDATA\,
CLASMSTR,CUSTCLAS,B,34,B,DEFAULT\,
CLASMSTR,CUSTCLAS,B99,34,B,TESTDATA\,
CLASMSTR,ISFSMARK,B,34,B,DEFAULT\,
CLASMSTR,ISFSMARK,B99,34,B,TESTDATA\,
CLASMSTR,VENDCLAS,B,34,B,DEFAULT\,
CLASMSTR,VENDCLAS,B99,34,B,TESTDATA\,
CLASS,CLASS,B,234,B,DEFAULT\,
CLASS,CLASS,B99,234,B,TESTDATA\,
CMPDFLT,CMPDFLT,B,22,B,DEFAULT\,Compiler info for each program as req
CMPDFLT,CMPDFLT,B99,22,B,TESTDATA\,Compiler info for each program as req
DBACNAME,DBACNAME,B,67,B,DEFAULT\,
DBACNAME,DBACNAME,B99,67,B,TESTDATA\,
DBAFIFO,DBAFIFO,B,43,B,DEFAULT\,
DBAFIFO,DBAFIFO,B99,43,B,TESTDATA\,
DBAHELP,DBAHELP,B,105,B,DEFAULT\,
DBAHELP,DBAHELP,B99,105,B,TESTDATA\,
DBAHELP,USERHELP,B,105,B,DEFAULT\,
DBAHELP,USERHELP,B99,105,B,TESTDATA\,
DBAHLPID,DBAHLPID,B,10,B,DEFAULT\,
DBAHLPID,DBAHLPID,B99,10,B,TESTDATA\,
DBAHLPID,EVOHLPID,B,10,B,DEFAULT\,
DBALOC,DBALOC,B,59,B,DEFAULT\,
DBALOC,DBALOC,B99,59,B,TESTDATA\,
DBAMAIMN,DBAMAIMN,B,14,B,DEFAULT\,
DBAMAIMN,DBAMAIMN,B99,14,B,TESTDATA\,
DBAMODUL,DBAMODUL,B,101,B,DEFAULT\,
DBAMODUL,DBAMODUL,B99,101,B,TESTDATA\,
DBAUSRMN,DBAUSRMN,B,96,B,DEFAULT\,
DBAUSRMN,DBAUSRMN,B99,96,B,TESTDATA\,
DCBUFFER,DCBUFFER,B,0,B,DEFAULT\,
DCBUFFER,DCBUFFER,B99,0,B,TESTDATA\,
DEFAULTS,DEFAULTS,B,0,B,DEFAULT\,
DEFAULTS,DEFAULTS,B99,0,B,TESTDATA\,
DPTMENT,DPTMENT,B,34,B,DEFAULT\,
DPTMENT,DPTMENT,B99,34,B,TESTDATA\,
EIMCOLST,EIMCOLST,B,462,B,DEFAULT\,
EIMCOLST,EIMCOLST,B99,462,B,TESTDATA\,
ESTCHGS,ESTCHGS,B,46,B,DEFAULT\,
ESTCHGS,ESTCHGS,B99,46,B,TESTDATA\,
ESTMAT,ESTMAT,B,271,B,DEFAULT\,
ESTMAT,ESTMAT,B99,271,B,TESTDATA\,
ESTROUT,ESTROUT,B,1219,B,DEFAULT\,
ESTROUT,ESTROUT,B99,1219,B,TESTDATA\,
ESTSUM,ESTSUM,B,2465,B,DEFAULT\,
ESTSUM,ESTSUM,B99,2465,B,TESTDATA\,
ESTSUM,ISESTASM,B,2465,B,DEFAULT\,
ESTSUM,ISESTASM,B99,2465,B,TESTDATA\,
FIELDS,FIELDS,B,34,B,DEFAULT\,
FIELDS,FIELDS,B99,34,B,TESTDATA\,
HELPURL,HELPURL,B,366,B,DEFAULT\,
HELPURL,HELPURL,B99,366,B,TESTDATA\,
INVTXN,INVATXN,B,543,B,DEFAULT\,
INVTXN,INVATXN,B99,543,B,TESTDATA\,
INVTXN,INVETXN,B,543,B,DEFAULT\,
INVTXN,INVETXN,B99,543,B,TESTDATA\,
INVTXN,INVTXN,B,543,B,DEFAULT\,
INVTXN,INVTXN,B99,543,B,TESTDATA\,
IS2DBAR,IS2DBAR,B,329,B,DEFAULT\,
IS2DBAR,IS2DBAR,B99,329,B,TESTDATA\,
ISACCESS,ISACCESS,B,275,B,DEFAULT\,
ISACCESS,ISACCESS,B99,275,B,TESTDATA\,
ISACTION,ISACTION,B,130,B,DEFAULT\,
ISACTION,ISACTION,B99,130,B,TESTDATA\,
ISAPCHG,ISAPCHG,B,506,B,DEFAULT\,
ISAPCHG,ISAPCHG,B99,506,B,TESTDATA\,
ISAPCHG,ISAPHCHG,B,506,B,DEFAULT\,
ISAPCHG,ISAPHCHG,B99,506,B,TESTDATA\,
ISAPEX,ISAPEX,B,995,B,DEFAULT\,
ISAPEX,ISAPEX,B99,995,B,TESTDATA\,
ISAPPROJ,ISAPPROJ,B,205,B,DEFAULT\,
ISAPPROJ,ISAPPROJ,B99,205,B,TESTDATA\,
ISAPQPO,ISAPQPO,B,1857,B,DEFAULT\,
ISAPQPO,ISAPQPO,B99,1857,B,TESTDATA\,
ISARCHG,ISARACHG,B,488,B,DEFAULT\,
ISARCHG,ISARACHG,B99,488,B,TESTDATA\,
ISARCHG,ISARCHG,B,488,B,DEFAULT\,
ISARCHG,ISARCHG,B99,488,B,TESTDATA\,
ISARCHG,ISARECHG,B,488,B,DEFAULT\,
ISARCHG,ISARECHG,B99,488,B,TESTDATA\,
ISARCHG,ISARHCHG,B,488,B,DEFAULT\,
ISARCHG,ISARHCHG,B99,488,B,TESTDATA\,
ISARCHG,ISARICHG,B,488,B,DEFAULT\,
ISARCHG,ISARICHG,B99,488,B,TESTDATA\,
ISARCHG,ISARMCHG,B,488,B,DEFAULT\,
ISARCHG,ISARMCHG,B99,488,B,TESTDATA\,
ISARCHG,ISARQCHG,B,488,B,DEFAULT\,
ISARCHG,ISARQCHG,B99,488,B,TESTDATA\,
ISARCHG,ISARRCHG,B,488,B,DEFAULT\,
ISARCHG,ISARRCHG,B99,488,B,TESTDATA\,
ISARCHG,ISARSCGH,B,488,B,DEFAULT\,
ISARCHG,ISARSCGH,B99,488,B,TESTDATA\,
ISARDEPL,ISARDEPL,B,285,B,DEFAULT\,
ISARDEPL,ISARDEPL,B99,285,B,TESTDATA\,
ISAREX,ISAREX,B,1313,B,DEFAULT\,
ISAREX,ISAREX,B99,1313,B,TESTDATA\,
ISARINVX,ISARINVX,B,216,B,DEFAULT\,
ISARINVX,ISARINVX,B99,216,B,TESTDATA\,
ISARJDLP,ISARHJDL,B,1861,B,DEFAULT\,
ISARJDLP,ISARHJDL,B99,1861,B,TESTDATA\,
ISARJDLP,ISARJDLP,B,1861,B,DEFAULT\,
ISARJDLP,ISARJDLP,B99,1861,B,TESTDATA\,
ISARTXNB,ISARTXNB,B,381,B,DEFAULT\,
ISARTXNB,ISARTXNB,B99,381,B,TESTDATA\,
ISARTXNB,ISSNTXNB,B,381,B,DEFAULT\,
ISARTXNB,ISSNTXNB,B99,381,B,TESTDATA\,
ISAUTODC,ISAUTODC,B,205,B,DEFAULT\,
ISAUTODC,ISAUTODC,B99,205,B,TESTDATA\,
ISBANKS,ISBANKS,B,478,B,DEFAULT\,
ISBANKS,ISBANKS,B99,478,B,TESTDATA\,
ISBILLSH,ISBILLSH,B,121,B,DEFAULT\,
ISBILLSH,ISBILLSH,B99,121,B,TESTDATA\,
ISBINLOC,ISBINLOC,B,162,B,DEFAULT\,
ISBINLOC,ISBINLOC,B99,162,B,TESTDATA\,
ISBINLOT,ISBINLOT,B,199,B,DEFAULT\,
ISBINLOT,ISBINLOT,B99,199,B,TESTDATA\,
ISBNMSTR,ISBNMSTR,B,185,B,DEFAULT\,
ISBNMSTR,ISBNMSTR,B99,185,B,TESTDATA\,
ISBROKER,ISBROKER,B,27,B,DEFAULT\,
ISBROKER,ISBROKER,B99,27,B,TESTDATA\,
ISBSF,ISBSF,B,1236,B,DEFAULT\,
ISBSF,ISBSF,B99,1236,B,TESTDATA\,
ISBSF,ISJBSF,B,1236,B,DEFAULT\,
ISBSF,ISJBSF,B99,1236,B,TESTDATA\,
ISBUILD,ISBUILD,B,338,B,DEFAULT\,
ISBUILD,ISBUILD,B99,338,B,TESTDATA\,
ISCACT,ISCACT,B,5941,B,DEFAULT\,
ISCACT,ISCACT,B99,5941,B,TESTDATA\,
ISCARDTE,ISCARDTE,B,1707,B,DEFAULT\,
ISCARDTE,ISCARDTE,B99,1707,B,TESTDATA\,
ISCARFUP,ISACARFU,B,156,B,DEFAULT\,
ISCARFUP,ISACARFU,B99,156,B,TESTDATA\,
ISCARFUP,ISCARFUP,B,156,B,DEFAULT\,
ISCARFUP,ISCARFUP,B99,156,B,TESTDATA\,
ISCATMST,ISCATMST,B,164,B,DEFAULT\,
ISCATMST,ISCATMST,B99,164,B,TESTDATA\,
ISCATMST,ISQTCODE,B,164,B,DEFAULT\,
ISCATMST,ISQTCODE,B99,164,B,TESTDATA\,
ISCC,ISCC,B,305,B,DEFAULT\,
ISCC,ISCC,B99,305,B,TESTDATA\,
ISCCBTXN,ISCCBTXN,B,205,B,DEFAULT\,
ISCCBTXN,ISCCBTXN,B99,205,B,TESTDATA\,
ISCCICM,ISCCICM,B,2286,B,DEFAULT\,
ISCCICM,ISCCICM,B99,2286,B,TESTDATA\,
ISCCMTF,ISCCMTF,B,75,B,DEFAULT\,
ISCCMTF,ISCCMTF,B99,75,B,TESTDATA\,
ISCCMTF,ISCMGRP,B,75,B,DEFAULT\,
ISCCMTF,ISCMGRP,B99,75,B,TESTDATA\,
ISCHAINM,ISCHAIN,B,394,B,DEFAULT\,
ISCHAINM,ISCHAIN,B99,394,B,TESTDATA\,
ISCHAINM,ISCHAINM,B,394,B,DEFAULT\,
ISCHAINM,ISCHAINM,B99,394,B,TESTDATA\,
ISCONVRT,ISCONVRT,B,253,B,DEFAULT\,
ISCONVRT,ISCONVRT,B99,253,B,TESTDATA\,
ISCRISLS,ISCRISLS,B,225,B,DEFAULT\,
ISCRISLS,ISCRISLS,B99,225,B,TESTDATA\,
ISCSERIA,ISCSERIA,B,129,B,DEFAULT\,
ISCSERIA,ISCSERIA,B99,129,B,TESTDATA\,
ISCTEAM,ISCTEAM,B,90,B,DEFAULT\,
ISCTEAM,ISCTEAM,B99,90,B,TESTDATA\,
ISCTREVU,ISCTREVU,B,187,B,DEFAULT\,
ISCTREVU,ISCTREVU,B99,187,B,TESTDATA\,
ISCYCLCD,ISCYCLCD,B,113,B,DEFAULT\,
ISCYCLCD,ISCYCLCD,B99,113,B,TESTDATA\,
ISCYCLE,ISACYCLE,B,614,B,DEFAULT\,
ISCYCLE,ISACYCLE,B99,614,B,TESTDATA\,
ISCYCLE,ISCYCLE,B,614,B,DEFAULT\,
ISCYCLE,ISCYCLE,B99,614,B,TESTDATA\,
ISCYLOC,ISACYLOC,B,137,B,DEFAULT\,
ISCYLOC,ISACYLOC,B99,137,B,TESTDATA\,
ISCYLOC,ISCYLOC,B,137,B,DEFAULT\,
ISCYLOC,ISCYLOC,B99,137,B,TESTDATA\,
ISDCSER,ISDCSER,B,253,B,DEFAULT\,
ISDCSER,ISDCSER,B99,253,B,TESTDATA\,
ISDEFECT,ISDEFECT,B,120,B,DEFAULT\,
ISDEFECT,ISDEFECT,B99,120,B,TESTDATA\,
ISDEPT,ISDEPT,B,150,B,DEFAULT\,
ISDEPT,ISDEPT,B99,150,B,TESTDATA\,
ISDIGSIG,ISDIGSIG,B,757,B,DEFAULT\,
ISDIGSIG,ISDIGSIG,B99,757,B,TESTDATA\,
ISDIGSIG,ISSODIGS,B,757,B,DEFAULT\,
ISDIGSIG,ISSODIGS,B99,757,B,TESTDATA\,
ISDIV,ISDIV,B,150,B,DEFAULT\,
ISDIV,ISDIV,B99,150,B,TESTDATA\,
ISDLCK1,ISDLCK1,B,10,B,DEFAULT\,
ISDLCK1,ISDLCK1,B99,10,B,TESTDATA\,
ISDLCK1,ISDLCK2,B,10,B,DEFAULT\,
ISDLCK1,ISDLCK2,B99,10,B,TESTDATA\,
ISDRILL,ISDRILL,B,3416,B,DEFAULT\,
ISDRILL,ISDRILL,B99,3416,B,TESTDATA\,
ISDRILLM,ISDRILLM,B,400,B,DEFAULT\,
ISDRILLM,ISDRILLM,B99,400,B,TESTDATA\,
ISDROP,ISDROP,B,120,B,DEFAULT\,
ISDROP,ISDROP,B99,120,B,TESTDATA\,
ISDUTY,ISDUTY,B,14,B,DEFAULT\,
ISDUTY,ISDUTY,B99,14,B,TESTDATA\,
ISEAB,ISEAB,B,195,B,DEFAULT\,
ISEAB,ISEAB,B99,195,B,TESTDATA\,
ISECO,ISECO,B,170,B,DEFAULT\,
ISECO,ISECO,B99,170,B,TESTDATA\,
ISESTDTL,ISESADTL,B,1823,B,DEFAULT\,
ISESTDTL,ISESADTL,B99,1823,B,TESTDATA\,
ISESTDTL,ISESTDTL,B,1823,B,DEFAULT\,
ISESTDTL,ISESTDTL,B99,1823,B,TESTDATA\,
ISFIELDS,ISFIELDS,B,118,B,DEFAULT\,
ISFIELDS,ISFIELDS,B99,118,B,TESTDATA\,
ISFOBMRM,ISFOBMRM,B,1132,B,DEFAULT\,
ISFOBMRM,ISFOBMRM,B99,1132,B,TESTDATA\,
ISFOHEAD,ISFOHEAD,B,320,B,DEFAULT\,
ISFOHEAD,ISFOHEAD,B99,320,B,TESTDATA\,
ISFOHIST,ISFOHIST,B,290,B,DEFAULT\,
ISFOHIST,ISFOHIST,B99,290,B,TESTDATA\,
ISFOLINE,ISFOLINE,B,413,B,DEFAULT\,
ISFOLINE,ISFOLINE,B99,413,B,TESTDATA\,
ISFOORDL,ISFOORDL,B,274,B,DEFAULT\,
ISFOORDL,ISFOORDL,B99,274,B,TESTDATA\,
ISFSCLAS,ISFSCLAS,B,104,B,DEFAULT\,
ISFSCLAS,ISFSCLAS,B99,104,B,TESTDATA\,
ISFSCLAS,ISFSEMP,B,104,B,DEFAULT\,
ISFSCLAS,ISFSEMP,B99,104,B,TESTDATA\,
ISFSINFO,ISFSINFO,B,195,B,DEFAULT\,
ISFSINFO,ISFSINFO,B99,195,B,TESTDATA\,
ISFSPROJ,ISFSPROJ,B,152,B,DEFAULT\,
ISFSPROJ,ISFSPROJ,B99,152,B,TESTDATA\,
ISFSPS,ISFSPS,B,397,B,DEFAULT\,
ISFSPS,ISFSPS,B99,397,B,TESTDATA\,
ISFSWHO,ISFSWHO,B,84,B,DEFAULT\,
ISFSWHO,ISFSWHO,B99,84,B,TESTDATA\,
ISFUTYPE,ISFUTYPE,B,120,B,DEFAULT\,
ISFUTYPE,ISFUTYPE,B99,120,B,TESTDATA\,
ISFXASST,ISFXASST,B,634,B,DEFAULT\,
ISFXASST,ISFXASST,B99,634,B,TESTDATA\,
ISFXATRN,ISFXATRN,B,190,B,DEFAULT\,
ISFXATRN,ISFXATRN,B99,190,B,TESTDATA\,
ISGLCOA,ISGLBDGT,B,622,B,DEFAULT\,
ISGLCOA,ISGLBDGT,B99,622,B,TESTDATA\,
ISGLCOA,ISGLCOA,B,622,B,DEFAULT\,
ISGLCOA,ISGLCOA,B99,622,B,TESTDATA\,
ISGLCOA,ISGLFCOA,B,622,B,DEFAULT\,
ISGLCOA,ISGLFCOA,B99,622,B,TESTDATA\,
ISGLDATE,ISGLDATE,B,390,B,DEFAULT\,
ISGLDATE,ISGLDATE,B99,390,B,TESTDATA\,
ISGLDATE,ISGLHDAT,B,390,B,DEFAULT\,
ISGLDATE,ISGLHDAT,B99,390,B,TESTDATA\,
ISGLNBGT,ISGLNBGT,B,327,B,DEFAULT\,
ISGLNBGT,ISGLNBGT,B99,327,B,TESTDATA\,
ISICMSTR,ISICAMTR,B,948,B,DEFAULT\,
ISICMSTR,ISICAMTR,B99,948,B,TESTDATA\,
ISICMSTR,ISICMSTR,B,948,B,DEFAULT\,
ISICMSTR,ISICMSTR,B99,948,B,TESTDATA\,
ISICUL,ISICUL,B,907,B,DEFAULT\,
ISICUL,ISICUL,B99,907,B,TESTDATA\,
ISIS,ISIS,B,56,B,DEFAULT\,
ISIS,ISIS,B99,56,B,TESTDATA\,
ISITP,ISITP,B,200,B,DEFAULT\,
ISITP,ISITP,B99,200,B,TESTDATA\,
ISJAVA,ISJAVA,B,2044,B,DEFAULT\,
ISJAVA,ISJAVA,B99,2044,B,TESTDATA\,
ISJOB,ISJOB,B,175,B,DEFAULT\,
ISJOB,ISJOB,B99,175,B,TESTDATA\,
ISLANDF,ISLANDF,B,42,B,DEFAULT\,
ISLANDF,ISLANDF,B99,42,B,TESTDATA\,
ISLBLMAP,ISLBLMAP,B,893,B,DEFAULT\,
ISLBLMAP,ISLBLMAP,B99,893,B,TESTDATA\,
ISLINKS,ISALINKS,B,1359,B,DEFAULT\,
ISLINKS,ISALINKS,B99,1359,B,TESTDATA\,
ISLINKS,ISLINKS,B,1359,B,DEFAULT\,
ISLINKS,ISLINKS,B99,1359,B,TESTDATA\,
ISLOCCST,ISLOCCST,B,199,B,DEFAULT\,
ISLOCCST,ISLOCCST,B99,199,B,TESTDATA\,
ISLOG,ISLOG,B,430,B,DEFAULT\,
ISLOG,ISLOG,B99,430,B,TESTDATA\,
ISLSMAP,ISLSMAP,B,449,B,DEFAULT\,
ISLSMAP,ISLSMAP,B99,449,B,TESTDATA\,
ISLTYPE,ISLTYPE,B,135,B,DEFAULT\,
ISLTYPE,ISLTYPE,B99,135,B,TESTDATA\,
ISMACS,ISMACS,B,152,B,DEFAULT\,
ISMACS,ISMACS,B99,152,B,TESTDATA\,
ISMCF,ISMCF,B,347,B,DEFAULT\,
ISMCF,ISMCF,B99,347,B,TESTDATA\,
ISMCR,ISMCR,B,117,B,DEFAULT\,
ISMCR,ISMCR,B99,117,B,TESTDATA\,
ISNCR,ISACAR,B,2319,B,DEFAULT\,
ISNCR,ISACAR,B99,2319,B,TESTDATA\,
ISNCR,ISANCR,B,2319,B,DEFAULT\,
ISNCR,ISANCR,B99,2319,B,TESTDATA\,
ISNCR,ISCAR,B,2319,B,DEFAULT\,
ISNCR,ISCAR,B99,2319,B,TESTDATA\,
ISNCR,ISNCR,B,2319,B,DEFAULT\,
ISNCR,ISNCR,B99,2319,B,TESTDATA\,
ISNCRLNS,ISNCRLNS,B,283,B,DEFAULT\,
ISNCRLNS,ISNCRLNS,B99,283,B,TESTDATA\,
ISNOTES,ISANOTES,B,6256,B,DEFAULT\,
ISNOTES,ISANOTES,B99,6256,B,TESTDATA\,
ISNOTES,ISNOTES,B,6256,B,DEFAULT\,
ISNOTES,ISNOTES,B99,6256,B,TESTDATA\,
ISNOTES,ISSNOTES,B,6256,B,DEFAULT\,
ISNOTES,ISSNOTES,B99,6256,B,TESTDATA\,
ISNTYPE,ISNTYPE,B,135,B,DEFAULT\,
ISNTYPE,ISNTYPE,B99,135,B,TESTDATA\,
ISNUMBER,ISNUMBER,B,510,B,DEFAULT\,
ISNUMBER,ISNUMBER,B99,510,B,TESTDATA\,
ISORDDSC,ISORDDSC,B,30,B,DEFAULT\,
ISORDDSC,ISORDDSC,B99,30,B,TESTDATA\,
ISORDDSC,ISPODESC,B,30,B,DEFAULT\,
ISORDDSC,ISPODESC,B99,30,B,TESTDATA\,
ISORDECO,ISORDECO,B,228,B,DEFAULT\,
ISORDECO,ISORDECO,B99,228,B,TESTDATA\,
ISPOLOG,ISPOLOG,B,241,B,DEFAULT\,
ISPOLOG,ISPOLOG,B99,241,B,TESTDATA\,
ISPOTRK,ISPOHTRK,B,201,B,DEFAULT\,
ISPOTRK,ISPOHTRK,B99,201,B,TESTDATA\,
ISPOTRK,ISPOTRK,B,201,B,DEFAULT\,
ISPOTRK,ISPOTRK,B99,201,B,TESTDATA\,
ISPRCONS,ISPRACON,B,1994,B,DEFAULT\,
ISPRCONS,ISPRACON,B99,1994,B,TESTDATA\,
ISPRCONS,ISPRCONS,B,1994,B,DEFAULT\,
ISPRCONS,ISPRCONS,B99,1994,B,TESTDATA\,
ISPREQ,ISPREQ,B,871,B,DEFAULT\,
ISPREQ,ISPREQ,B99,871,B,TESTDATA\,
ISPRESN,ISPRESN,B,30,B,DEFAULT\,
ISPRESN,ISPRESN,B99,30,B,TESTDATA\,
ISPRINFO,ISPRINFO,B,551,B,DEFAULT\,
ISPRINFO,ISPRINFO,B99,551,B,TESTDATA\,
ISPRTEMP,ISPRTEMP,B,122,B,DEFAULT\,
ISPRTEMP,ISPRTEMP,B99,122,B,TESTDATA\,
ISPRUDD,ISPRUDD,B,214,B,DEFAULT\,
ISPRUDD,ISPRUDD,B99,214,B,TESTDATA\,
ISPRUDF,ISPRUDF,B,284,B,DEFAULT\,
ISPRUDF,ISPRUDF,B99,284,B,TESTDATA\,
ISPRUDIV,ISPRUDIV,B,156,B,DEFAULT\,
ISPRUDIV,ISPRUDIV,B99,156,B,TESTDATA\,
ISQCMTHD,ISPMMTHD,B,3367,B,DEFAULT\,
ISQCMTHD,ISPMMTHD,B99,3367,B,TESTDATA\,
ISQCMTHD,ISQCMTHD,B,3367,B,DEFAULT\,
ISQCMTHD,ISQCMTHD,B99,3367,B,TESTDATA\,
ISQCSPEC,ISPMINPR,B,1161,B,DEFAULT\,
ISQCSPEC,ISPMINPR,B99,1161,B,TESTDATA\,
ISQCSPEC,ISPMRSLT,B,1161,B,DEFAULT\,
ISQCSPEC,ISPMRSLT,B99,1161,B,TESTDATA\,
ISQCSPEC,ISPMSPEC,B,1161,B,DEFAULT\,
ISQCSPEC,ISPMSPEC,B99,1161,B,TESTDATA\,
ISQCSPEC,ISQCRSLT,B,1161,B,DEFAULT\,
ISQCSPEC,ISQCRSLT,B99,1161,B,TESTDATA\,
ISQCSPEC,ISQCSPEC,B,1161,B,DEFAULT\,
ISQCSPEC,ISQCSPEC,B99,1161,B,TESTDATA\,
ISQRYSQL,ISQRYSQL,B,1030,B,DEFAULT\,
ISQRYSQL,ISQRYSQL,B99,1030,B,TESTDATA\,
ISQSOA,ISQSOA,B,191,B,DEFAULT\,
ISQSOA,ISQSOA,B99,191,B,TESTDATA\,
ISREMIND,ISAREMND,B,6950,B,DEFAULT\,
ISREMIND,ISAREMND,B99,6950,B,TESTDATA\,
ISREMIND,ISREMIND,B,6950,B,DEFAULT\,
ISREMIND,ISREMIND,B99,6950,B,TESTDATA\,
ISREPDEF,ISREPDEF,B,85,B,DEFAULT\,
ISREPDEF,ISREPDEF,B99,85,B,TESTDATA\,
ISREPLNK,ISREPLNK,B,170,B,DEFAULT\,
ISREPLNK,ISREPLNK,B99,170,B,TESTDATA\,
ISREPORD,ISREPORD,B,207,B,DEFAULT\,
ISREPORD,ISREPORD,B99,207,B,TESTDATA\,
ISRMAC,ISRMAC,B,190,B,DEFAULT\,
ISRMAC,ISRMAC,B99,190,B,TESTDATA\,
ISRMAI,ISRMAAI,B,1185,B,DEFAULT\,
ISRMAI,ISRMAAI,B99,1185,B,TESTDATA\,
ISRMAI,ISRMAI,B,1185,B,DEFAULT\,
ISRMAI,ISRMAI,B99,1185,B,TESTDATA\,
ISROUTEX,ISROUTEX,B,2339,B,DEFAULT\,
ISROUTEX,ISROUTEX,B99,2339,B,TESTDATA\,
ISRTLOAD,ISRTLOAD,B,317,B,DEFAULT\,
ISRTLOAD,ISRTLOAD,B99,317,B,TESTDATA\,
ISRTMS,ISRTMS,B,2286,B,DEFAULT\,
ISRTMS,ISRTMS,B99,2286,B,TESTDATA\,
ISSCHED,ISESCHED,B,3649,B,DEFAULT\,
ISSCHED,ISESCHED,B99,3649,B,TESTDATA\,
ISSCHED,ISSCHED,B,3649,B,DEFAULT\,
ISSCHED,ISSCHED,B99,3649,B,TESTDATA\,
ISSCOMP,ISSCOMP,B,141,B,DEFAULT\,
ISSCOMP,ISSCOMP,B99,141,B,TESTDATA\,
ISSDET,ISSDET,B,81,B,DEFAULT\,
ISSDET,ISSDET,B99,81,B,TESTDATA\,
ISSEPROC,ISSEPROC,B,65,B,DEFAULT\,
ISSEPROC,ISSEPROC,B99,65,B,TESTDATA\,
ISSEQUIP,ISSEQUIP,B,60,B,DEFAULT\,
ISSEQUIP,ISSEQUIP,B99,60,B,TESTDATA\,
ISSERCNT,ISITMCFG,B,160,B,DEFAULT\,
ISSERCNT,ISITMCFG,B99,160,B,TESTDATA\,
ISSERCNT,ISSERCNT,B,160,B,DEFAULT\,
ISSERCNT,ISSERCNT,B99,160,B,TESTDATA\,
ISSERIAL,ISHLOTS,B,258,B,DEFAULT\,
ISSERIAL,ISHLOTS,B99,258,B,TESTDATA\,
ISSERIAL,ISHSERIA,B,258,B,DEFAULT\,
ISSERIAL,ISHSERIA,B99,258,B,TESTDATA\,
ISSERIAL,ISLOTS,B,258,B,DEFAULT\,
ISSERIAL,ISLOTS,B99,258,B,TESTDATA\,
ISSERIAL,ISSERIAL,B,258,B,DEFAULT\,
ISSERIAL,ISSERIAL,B99,258,B,TESTDATA\,
ISSERR,ISSERR,B,3228,B,DEFAULT\,
ISSERR,ISSERR,B99,3228,B,TESTDATA\,
ISSETYPE,ISSETYPE,B,65,B,DEFAULT\,
ISSETYPE,ISSETYPE,B99,65,B,TESTDATA\,
ISSHIPA,ISSHIPA,B,150,B,DEFAULT\,
ISSHIPA,ISSHIPA,B99,150,B,TESTDATA\,
ISSHIPCO,ISSHIPCO,B,1175,B,DEFAULT\,
ISSHIPCO,ISSHIPCO,B99,1175,B,TESTDATA\,
ISSHPVIA,ISSHPVIA,B,848,B,DEFAULT\,
ISSHPVIA,ISSHPVIA,B99,848,B,TESTDATA\,
ISSIGN,ISASIGN,B,485,B,DEFAULT\,
ISSIGN,ISASIGN,B99,485,B,TESTDATA\,
ISSIGN,ISSIGN,B,485,B,DEFAULT\,
ISSIGN,ISSIGN,B99,485,B,TESTDATA\,
ISSMTCFG,ISSMTCFG,B,124,B,DEFAULT\,
ISSMTCFG,ISSMTCFG,B99,124,B,TESTDATA\,
ISSOBOX,ISBOLMS,B,931,B,DEFAULT\,
ISSOBOX,ISBOLMS,B99,931,B,TESTDATA\,
ISSOBOX,ISPOBOX,B,931,B,DEFAULT\,
ISSOBOX,ISPOBOX,B99,931,B,TESTDATA\,
ISSOBOX,ISSOABOX,B,931,B,DEFAULT\,
ISSOBOX,ISSOABOX,B99,931,B,TESTDATA\,
ISSOBOX,ISSOAHBX,B,931,B,DEFAULT\,
ISSOBOX,ISSOAHBX,B99,931,B,TESTDATA\,
ISSOBOX,ISSOBOX,B,931,B,DEFAULT\,
ISSOBOX,ISSOBOX,B99,931,B,TESTDATA\,
ISSOBOX,ISSOHBOX,B,931,B,DEFAULT\,
ISSOBOX,ISSOHBOX,B99,931,B,TESTDATA\,
ISSOREVU,ISSOREVU,B,215,B,DEFAULT\,
ISSOREVU,ISSOREVU,B99,215,B,TESTDATA\,
ISSPC,ISSPC,B,1415,B,DEFAULT\,
ISSPC,ISSPC,B99,1415,B,TESTDATA\,
ISSRINFO,ISBTCSB,B,1171,B,DEFAULT\,
ISSRINFO,ISBTCSB,B99,1171,B,TESTDATA\,
ISSRINFO,ISEDINFO,B,1171,B,DEFAULT\,
ISSRINFO,ISEDINFO,B99,1171,B,TESTDATA\,
ISSRINFO,ISESINFO,B,1171,B,DEFAULT\,
