table,pk_segment,pk_field,field_type,field_size,flags
SERIALH,1,MTSER_CODE,0,15,DUP
SUMCUST,1,SUMCUST_CUST,0,10,DUP
SUMCUST,2,SUMCUST_YEAR,14,2,DUP
SUMCUST,3,SUMCUST_MONTH,14,2,DUP
SUMINV,1,SUMINV_PARTNO,0,15,DUP
SUMINV,2,SUMINV_LOCATION,0,10,DUP
SUMINV,3,SUMINV_YEAR,14,2,DUP
SUMINV,4,SUMINV_MONTH,14,2,DUP
SUMPNCUS,1,SUMPNCUS_CUST,0,10,DUP
SUMPNCUS,2,SUMPNCUS_PARTNO,0,15,DUP
SUMPNCUS,3,SUMPNCUS_YEAR,14,2,DUP
SUMPNCUS,4,SUMPNCUS_MONTH,14,2,DUP
SUMWC,1,SUMWC_WORKCTR,0,12,DUP
SUMWC,2,SUMWC_YEAR,14,2,DUP
SUMWC,3,SUMWC_MONTH,14,2,DUP
TEMPOLD,1,BKCM_ACTD_CODE,0,10,DUP
TESTFILE,1,TESTFILE_1,0,10,DUP
TOOL,1,MTOOL_TOOL,0,15,DUP
VENDCLAS,1,MTCLASS_M_CLASS,0,4,
WCCTL,1,WCTL_WC,0,12,DUP
WCCTL,2,WCTL_START,2,8,DUP
WCTRLOAD,1,WC_LOAD_WC,0,12,DUP
WCTRSLOD,1,WC_LOAD_WC,0,12,DUP
WOBOM,1,WOBOM_OPER,14,2,DUP
WOBOM,2,WOBOM_WOPRE,2,8,DUP
WOBOM,3,WOBOM_WOSUF,14,2,DUP
WOBOMCHG,1,WBOM_CHG_WOPRE,2,8,DUP
WOBOMCHG,2,WBOM_CHG_WOSUF,14,2,DUP
WOBOMCHG,3,WBOM_CHG_PARENT,0,15,DUP
WOBOMCHG,4,WBOM_CHG_COMP,0,15,DUP
WOBOMCHG,5,WBOM_CHG_UID,0,20,DUP
WOBOMHRM,1,WOBOM_RM_WOPRE,2,8,DUP
WOBOMREM,1,WOBOM_RM_WOPRE,2,8,DUP
WODATE,1,WODATE_WOPRE,2,8,DUP
WODATE,2,WODATE_WOSUF,14,2,DUP
WODATE,3,WODATE_START,3,4,DUP
WODATE,4,WODATE_FINISH,3,4,DUP
WOELABOR,1,MTWOLA_OPER,14,2,DUP
WOELABOR,2,MTWOLA_DATE,3,4,DUP
WOELABOR,3,MTWOLA_WOPRE,2,8,DUP
WOEMAT,1,WOMAT_DATE,3,4,DUP
WOEMAT,2,WOMAT_WOPRE,2,8,DUP
WOEMAT,3,WOMAT_WOSUF,14,2,DUP
WOERECV,1,MTWOR_WOPRE,2,8,DUP
WOERECV,2,MTWOR_WOSUF,14,2,DUP
WOEXCHG,1,MTWO_EX_WOPRE,2,8,DUP
WOEXCHG,2,MTWO_EX_WOSUF,14,2,DUP
WOHBOM,1,WOBOM_OPER,14,2,DUP
WOHBOM,2,WOBOM_WOPRE,2,8,DUP
WOHBOM,3,WOBOM_WOSUF,14,2,DUP
WOHDATE,1,WODATE_WOPRE,2,8,DUP
WOHDATE,2,WODATE_WOSUF,14,2,DUP
WOHDATE,3,WODATE_START,3,4,DUP
WOHDATE,4,WODATE_FINISH,3,4,DUP
WOHEXCHG,1,MTWO_EX_WOPRE,2,8,DUP
WOHEXCHG,2,MTWO_EX_WOSUF,14,2,DUP
WOHLABOR,1,MTWOLA_OPER,14,2,DUP
WOHLABOR,2,MTWOLA_DATE,3,4,DUP
WOHLABOR,3,MTWOLA_WOPRE,2,8,DUP
WOHMAT,1,WOMAT_DATE,3,4,DUP
WOHMAT,2,WOMAT_WOPRE,2,8,DUP
WOHMAT,3,WOMAT_WOSUF,14,2,DUP
WOHRECV,1,MTWOR_WOPRE,2,8,DUP
WOHRECV,2,MTWOR_WOSUF,14,2,DUP
WOHROUT,1,MTWORO_WOPRE,2,8,DUP
WOLABOR,1,MTWOLA_OPER,14,2,DUP
WOLABOR,2,MTWOLA_DATE,3,4,DUP
WOLABOR,3,MTWOLA_WOPRE,2,8,DUP
WOLABRPT,1,MTWOLA_OPER,14,2,DUP
WOLABRPT,2,MTWOLA_DATE,3,4,DUP
WOLABRPT,3,MTWOLA_WOPRE,2,8,DUP
WOMAT,1,WOMAT_DATE,3,4,DUP
WOMAT,2,WOMAT_WOPRE,2,8,DUP
WOMAT,3,WOMAT_WOSUF,14,2,DUP
WORECV,1,MTWOR_WOPRE,2,8,DUP
WORECV,2,MTWOR_WOSUF,14,2,DUP
WORKACHG,1,WO_CHG_WOPRE,2,8,DUP
WORKACHG,2,WO_CHG_WOSUF,14,2,DUP
WORKACHG,3,WO_CHG_CDATE,3,4,DUP
WORKCHG,1,WO_CHG_WOPRE,2,8,DUP
WORKCHG,2,WO_CHG_WOSUF,14,2,DUP
WORKCHG,3,WO_CHG_CDATE,3,4,DUP
WORKCTR,1,MTWC_WC,0,12,DUP
WORKHORD,1,MTWO_WIP_WOPRE,2,8,DUP
WORKORD,1,MTWO_WIP_WOPRE,2,8,DUP
WORKSORD,1,MTWO_WIP_WOPRE,2,8,DUP
WOROCHG,1,WORO_CHG_WOPRE,2,8,DUP
WOROCHG,2,WORO_CHG_WOSUF,14,2,DUP
WOROCHG,3,WORO_CHG_OPER,14,2,DUP
WOROCHG,4,WORO_CHG_CDATE,3,4,DUP
WOROUT,1,MTWORO_WOPRE,2,8,DUP
WOROUTMP,1,MTWORO_WOPRE,2,8,DUP
WOSBOM,1,WOBOM_OPER,14,2,DUP
WOSBOM,2,WOBOM_WOPRE,2,8,DUP
WOSBOM,3,WOBOM_WOSUF,14,2,DUP
WOSROUT,1,MTWORO_WOPRE,2,8,DUP
X$Attrib,1,Xa$Id,14,2,
X$Attrib,2,Xa$Type,0,1,
X$Field,1,Xe$Id,14,2,
X$File,1,Xf$Id,14,2,
X$Index,1,Xi$File,14,2,DUP
X$Occurs,1,Xo$FileId,14,2,
X$Proc,1,Xp$Name,0,30,
X$Proc,2,Xp$Id,14,2,
X$Relate,1,Xr$PId,14,2,DUP
X$Rights,1,Xr$User,14,2,DUP
X$Trigger,1,Xt$Name,0,30,
X$Trigger,2,Xt$Sequence,14,2,
X$User,1,Xu$Id,14,2,DUP
X$Variant,1,Xvar$FileId,14,2,
X$View,1,Xv$Name,0,20,DUP
XXICMSTR,1,BKIC_PROD_CODE,0,15,DUP
