table,field_path,offset
WOBOM,WOBOM.SCRAPQTY t,0x6ea74
WOBOM,WOBOM.SEQ,0x6da74
WOBOM,WOBOM.UID,0x6d8ac
WOBOM,WOBOM.WOPRE,0x6f0ac
WOBOM,WOBOM.WOSUF,0x6f014
WOBOMCHG,WBOM.CHG.ACOMP O,0x6fc14
WOBOMCHG,WBOM.CHG.AQTY  Q,0x6fa74
WOBOMCHG,WBOM.CHG.AREF  a,0x6f944
WOBOMCHG,WBOM.CHG.BQTY  Y,0x6f9dc
WOBOMCHG,WBOM.CHG.BREF  u,0x6f8ac
WOBOMCHG,WBOM.CHG.COMP,0x6fe74
WOBOMCHG,WBOM.CHG.DCOMP P,0x6fb0c
WOBOMCHG,WBOM.CHG.PARENT,0x6ff0c
WOBOMCHG,WBOM.CHG.WOPRE,0x708ac
WOBOMCHG,WBOM.CHG.WOSUF,0x70814
WOBOMREM,WOBOM.RM.COMP,0x70a74
WOBOMREM,WOBOM.RM.LINE,0x70b0c
WOBOMREM,WOBOM.RM.PARENT,0x70c14
WOBOMREM,WOBOM.RM.WOPRE,0x70d44
WOBOMREM,WOBOM.RM.WOSUF,0x70cac
WODATE,WODATE.DELPRE  .,0x71414
WODATE,WODATE.DELSUF  6,0x70f0c
WODATE,WODATE.EXTRA   8,0x70e74
WODATE,WODATE.FINISH,0x71814
WODATE,WODATE.PARPRE,0x71674
WODATE,WODATE.QTY,0x7170c
WODATE,WODATE.START,0x718ac
WODATE,WODATE.WOPRE,0x719dc
WODATE,WODATE.WOSUF,0x71944
WOEXCHG,MTWO.EX.CHGDESCC,0x71cac
WOEXCHG,MTWO.EX.DATE,0x71f0c
WOEXCHG,MTWO.EX.DESC,0x71ddc
WOEXCHG,MTWO.EX.GLACCT a,0x71c14
WOEXCHG,MTWO.EX.GLDPT  k,0x71b0c
WOEXCHG,MTWO.EX.OP     o,0x71a74
WOEXCHG,MTWO.EX.PROD,0x71e74
WOEXCHG,MTWO.EX.WOPRE,0x724ac
WOEXCHG,MTWO.EX.WOSUF,0x72414
WOLABOR,MTWOLA.ASSY    z,0x74814
WOLABOR,MTWOLA.AUDIT   r,0x72ddc
WOLABOR,MTWOLA.COMPLETE1,0x74c14
WOLABOR,MTWOLA.DATE,0x75c14
WOLABOR,MTWOLA.DATE2,0x738ac
WOLABOR,MTWOLA.EMP,0x7530c
WOLABOR,MTWOLA.EMP2,0x73944
WOLABOR,MTWOLA.MACHDATE,0x739dc
WOLABOR,MTWOLA.MISC,0x73814
WOLABOR,MTWOLA.MISCDESC,0x7370c
WOLABOR,MTWOLA.NOJOBS,0x74e74
WOLABOR,MTWOLA.OPER,0x75144
WOLABOR,MTWOLA.OTEAM   p,0x72e74
WOLABOR,MTWOLA.POSTED,0x75cac
WOLABOR,MTWOLA.REGOVER,0x75014
WOLABOR,MTWOLA.REWORK  0,0x74cac
WOLABOR,MTWOLA.RUNHRS,0x74f0c
WOLABOR,MTWOLA.SCRAPCD Z,0x74944
WOLABOR,MTWOLA.SCRAPPED2,0x74b0c
WOLABOR,MTWOLA.SETUPHRS,0x74ddc
WOLABOR,MTWOLA.START   2,0x73674
WOLABOR,MTWOLA.STOP    6,0x730ac
WOLABOR,MTWOLA.TRXN,0x750ac
WOLABOR,MTWOLA.WOPRE,0x75274
WOLABOR,MTWOLA.WOSUF,0x751dc
WOMAT,MTWO.PRODCODE  H,0x769dc
WOMAT,WOMAT.DATE,0x75d44
WOMAT,WOMAT.KIT      u,0x76e74
WOMAT,WOMAT.LOT,0x76544
WOMAT,WOMAT.PCODE    v,0x76f0c
WOMAT,WOMAT.PRODDESC W,0x76ddc
WOMAT,WOMAT.QTYISSUED,0x75f0c
WOMAT,WOMAT.QTYSCRAP,0x76414
WOMAT,WOMAT.SCRAPCD,0x764ac
WOMAT,WOMAT.WOPRE,0x75ddc
WOMAT,WOMAT.WOSUF,0x75e74
WORECV,MTWOR.ASSY,0xf6144
WORECV,MTWOR.AVGC     D,0xf6414
WORECV,MTWOR.DATE,0xf60ac
WORECV,MTWOR.DESC,0xf61dc
WORECV,MTWOR.LOT      L,0xf64ac
WORECV,MTWOR.REF      t,0xf65dc
WORECV,MTWOR.USESTD   C,0xf630c
WORECV,MTWOR.WOPRE,0x7770c
WORECV,MTWOR.WOSUF,0xf6014
WORKCHG,WO.CHG.ACLASS  0,0xf74ac
WORKCHG,WO.CHG.ADESC   2,0xf6f0c
WORKCHG,WO.CHG.AQTY    n,0xf6ddc
WORKCHG,WO.CHG.ASTATUS .,0xf75dc
WORKCHG,WO.CHG.BCLASS  1,0xf7414
WORKCHG,WO.CHG.BDESC   P,0xf6e74
WORKCHG,WO.CHG.BPRIO   -,0xf7674
WORKCHG,WO.CHG.BQTY    v,0xf6d44
WORKCHG,WO.CHG.CDATE,0xf84ac
WORKCHG,WO.CHG.CODE,0xf8544
WORKCHG,WO.CHG.USER,0xf8414
WORKCHG,WO.CHG.WOPRE,0xf8674
WORKCHG,WO.CHG.WOSUF,0xf85dc
WORKCTR,MTWC.AVGQTIME  n,0xf98ac
WORKCTR,MTWC.CYCLE.TIME,0xf89dc
WORKCTR,MTWC.DEPTDESC  .,0xfa4ac
WORKCTR,MTWC.FLAGS     1,0xf88ac
WORKCTR,MTWC.GNUM      6,0xf8814
WORKCTR,MTWC.HRSWEEK   L,0xfa414
WORKCTR,MTWC.LEVEL.YN,0xf8a74
WORKCTR,MTWC.MACHINE   f,0xf9944
WORKCTR,MTWC.PARENT.WC,0xf8b0c
WORKCTR,MTWC.PARENT.YN,0xf8c14
WORKCTR,MTWC.QPR1      p,0xf9814
WORKCTR,MTWC.QPR2      r,0xf970c
WORKCTR,MTWC.QPR3      t,0xf9674
WORKCTR,MTWC.SETUP     V,0xf9a74
WORKCTR,MTWC.VOVHD     v,0xf95dc
WORKCTR,MTWC.WC,0xfa674
WORKCTR,MTWC.WCDESC,0xfa5dc
WORKORD,MTWO.CUSTNAME,0xfdb0c
WORKORD,MTWO.WIP.AEXTRAk,0x100014
WORKORD,MTWO.WIP.ALABORg,0xfc8ac
WORKORD,MTWO.WIP.AMAT  W,0xfbf0c
WORKORD,MTWO.WIP.AMISC K,0xff544
WORKORD,MTWO.WIP.AOUTPR_,0xfc814
WORKORD,MTWO.WIP.ASETUPO,0xfbe74
WORKORD,MTWO.WIP.ASTART,0xfb8ac
WORKORD,MTWO.WIP.ATOTALw,0xfc9dc
WORKORD,MTWO.WIP.BLANK,0x7f0ac
WORKORD,MTWO.WIP.CONTAT,0xfecac
WORKORD,MTWO.WIP.DESC,0xfdc14
WORKORD,MTWO.WIP.EEXTRAc,0xff70c
WORKORD,MTWO.WIP.ELABORG,0xfbddc
WORKORD,MTWO.WIP.EMAT  7,0xfbcac
WORKORD,MTWO.WIP.EMISC C,0xff4ac
WORKORD,MTWO.WIP.EST,0xfca74
WORKORD,MTWO.WIP.ETOT  o,0xfc944
WORKORD,MTWO.WIP.EXTRAVs,0x1000ac
WORKORD,MTWO.WIP.INSTR P,0xfde74
WORKORD,MTWO.WIP.LOCK  .,0xfbb0c
WORKORD,MTWO.WIP.MISCV S,0xff5dc
WORKORD,MTWO.WIP.MULT,0x7f014
WORKORD,MTWO.WIP.OTHV  3,0xfef0c
WORKORD,MTWO.WIP.PPRCE 8,0xfdcac
WORKORD,MTWO.WIP.PRTY,0xfaa74
WORKORD,MTWO.WIP.SFIN,0xfb814
WORKORD,MTWO.WIP.SQTY,0xfa9dc
WORKORD,MTWO.WIP.SSTART,0xfab0c
WORKORD,MTWO.WIP.STATUS-,0xfba74
WORKORD,MTWO.WIP.WOPRE,0x7f1dc
WORKORD,MTWO.WIP.WOSUF,0x7f144
WOROCHG,WORO.CHG.ALONG 0,0x800ac
WOROCHG,WORO.CHG.AMACH H,0x7f9dc
WOROCHG,WORO.CHG.AOPER .,0x801dc
WOROCHG,WORO.CHG.ATOOL P,0x7f8ac
WOROCHG,WORO.CHG.AWC   n,0x7f70c
WOROCHG,WORO.CHG.BLONG 8,0x80014
WOROCHG,WORO.CHG.BMATCHL,0x7f944
WOROCHG,WORO.CHG.BSETUPD,0x7fa74
WOROCHG,WORO.CHG.BTOOL _,0x7f814
WOROCHG,WORO.CHG.BWC   z,0x7f674
WOROCHG,WORO.CHG.CDATE,0x8030c
WOROCHG,WORO.CHG.OPER,0x81414
WOROCHG,WORO.CHG.PART,0x814ac
WOROCHG,WORO.CHG.USER,0x80274
WOROCHG,WORO.CHG.WOPRE,0x815dc
WOROCHG,WORO.CHG.WOSUF,0x81544
WOROUT,MTWORO.ACTHRS  7,0x85544
WOROUT,MTWORO.AFOHCST,0x6274
WOROUT,MTWORO.ASETHRS G,0x85414
WOROUT,MTWORO.AVOHCST,0x829dc
WOROUT,MTWORO.CODE,0xef0ac
WOROUT,MTWORO.CONTNTN,0x81c14
WOROUT,MTWORO.ESSTHRS x,0x81e74
WOROUT,MTWORO.FINISHED,0x81cac
WOROUT,MTWORO.LONGTIMEo,0x82014
WOROUT,MTWORO.MD.PR.HRS,0x82414
WOROUT,MTWORO.MISCACSTC,0x82674
WOROUT,MTWORO.MISCCOST,0x82814
WOROUT,MTWORO.NEGOVLP .,0x81674
WOROUT,MTWORO.NUM,0x82944
WOROUT,MTWORO.NUM.PERS,0x828ac
WOROUT,MTWORO.NUM.PROCM,0x82544
WOROUT,MTWORO.OPER,0x78c14
WOROUT,MTWORO.OPERDESCO,0x8530c
WOROUT,MTWORO.OVERLAP e,0x82144
WOROUT,MTWORO.PIECE.RTg,0x820ac
WOROUT,MTWORO.PR.PERHRT,0x8230c
WOROUT,MTWORO.PRINT   w,0x81f0c
WOROUT,MTWORO.PROJ,0xef1dc
WOROUT,MTWORO.QTYCOM  M,0x84274
WOROUT,MTWORO.SCRAPPEDs,0x84144
WOROUT,MTWORO.START,0xef144
WOROUT,MTWORO.STARTED,0x81d44
WOROUT,MTWORO.TIME.PPRO,0x824ac
WOROUT,MTWORO.VEND    m,0x85274
WOROUT,MTWORO.VENDNAMEw,0x851dc
WOROUT,MTWORO.WCDESC  U,0x841dc
WOROUT,MTWORO.WOPRE,0x78d44
WOROUT,MTWORO.WOSUF,0x78cac
