table,field_path,offset
ISAPCHG,ISAP.CHG.BDISC b,0x9170c
ISAPCHG,ISAP.CHG.BOOQTYr,0x915dc
ISAPCHG,ISAP.CHG.BPRICER,0x918ac
ISAPCHG,ISAP.CHG.CDATE,0x924ac
ISAPCHG,ISAP.CHG.LINEID,0x925dc
ISAPCHG,ISAP.CHG.PCODE,0x92544
ISAPCHG,ISAP.CHG.PONUM,0x92674
ISAPCHG,ISAP.CHG.USER,0x92414
ISAPEX,ISAPEX.DATE    6,0x92c14
ISAPEX,ISAPEX.EXTRA   J,0x9270c
ISAPEX,ISAPEX.LONGNAME,0x92f0c
ISAPEX,ISAPEX.NUM     F,0x92e74
ISAPEX,ISAPEX.NUM2    n,0x92ddc
ISAPEX,ISAPEX.VEND,0x93014
ISAPPROJ,ISAP.PROJ.CUST,0x940ac
ISAPPROJ,ISAP.PROJ.EXTRAi,0x930ac
ISAPPROJ,ISAP.PROJ.FROM,0x94144
ISAPPROJ,ISAP.PROJ.JDEPTP,0x9370c
ISAPPROJ,ISAP.PROJ.JITEMZ,0x93674
ISAPPROJ,ISAP.PROJ.JOURN,0x93b0c
ISAPPROJ,ISAP.PROJ.JVENDF,0x93814
ISAPPROJ,ISAP.PROJ.PROJ -,0x93944
ISAPPROJ,ISAP.PROJ.VEND,0x94014
ISAPQPO,ISAP.QPO.CDATE,0x94c14
ISAPQPO,ISAP.QPO.COMMNT,0x94b0c
ISAPQPO,ISAP.QPO.CWHO,0x94cac
ISAPQPO,ISAP.QPO.EDATE,0x94d44
ISAPQPO,ISAP.QPO.EXTRA D,0x94a74
ISAPQPO,ISAP.QPO.GDATE,0x9430c
ISAPQPO,ISAP.QPO.GLACCTQ,0x961dc
ISAPQPO,ISAP.QPO.LOC   _,0x960ac
ISAPQPO,ISAP.QPO.MINCST,0x94274
ISAPQPO,ISAP.QPO.OPER  N,0x9630c
ISAPQPO,ISAP.QPO.PCODE,0x97274
ISAPQPO,ISAP.QPO.PCONV 4,0x96674
ISAPQPO,ISAP.QPO.PQTY,0x971dc
ISAPQPO,ISAP.QPO.SHPVIAi,0x96014
ISAPQPO,ISAP.QPO.TAXBLEP,0x96274
ISAPQPO,ISAP.QPO.UM    1,0x9670c
ISAPQPO,ISAP.QPO.VNDCOD,0x97144
ISAPQPO,ISAP.QPO.WOPRE D,0x964ac
ISAPQPO,ISAP.QPO.WOSUF L,0x96414
ISARCHG,ISAR.CHG.ADISC h,0x97f0c
ISARCHG,ISAR.CHG.ALOC  D,0x985dc
ISARCHG,ISAR.CHG.AOOQTYx,0x97ddc
ISARCHG,ISAR.CHG.APRICEX,0x984ac
ISARCHG,ISAR.CHG.BDISC p,0x97e74
ISARCHG,ISAR.CHG.BLOC  N,0x98544
ISARCHG,ISAR.CHG.INVNUM,0x98ddc
ISARCHG,ISAR.CHG.LINEID,0x98d44
ISARCHG,ISAR.CHG.PCODE,0x98cac
ISARCHG,ISAR.CHG.SONUM,0x98e74
ISAREX,ISAREX.ALPHA   3,0x99674
ISAREX,ISAREX.CUST,0x98f0c
ISAREX,ISAREX.LONGNAME,0x99014
ISAREX,ISAREX.NUM2,0x99544
ISAREX,ISAREX.RS.EXPDTF,0x990ac
ISAREX,ISAREX.RS.UPDT J,0x99144
ISAREX,ISAREX.RS.WHO  N,0x991dc
ISAREX,ISAREX.SLS.GOALA,0x99cac
ISARINVX,ISAR.INV.EXRTA2t,0x99ddc
ISARINVX,ISAR.INV.EXTRA1,0x99e74
ISARINVX,ISAR.INV.NUM,0x99f0c
ISARINVX,ISAR.INV.SONUM,0x9a414
ISARJDLP,ISAR.JD.DATE,0x9a814
ISARJDLP,ISAR.JD.DELNOTEF,0x9addc
ISARJDLP,ISAR.JD.ETADTE n,0x9acac
ISARJDLP,ISAR.JD.FLAGS,0x9a8ac
ISARJDLP,ISAR.JD.INVNUM,0x9c4ac
ISARJDLP,ISAR.JD.LPBAR  v,0x9bc14
ISARJDLP,ISAR.JD.PCKTYPEx,0x9ac14
ISARJDLP,ISAR.JD.PCODE,0x9c414
ISARJDLP,ISAR.JD.PDESC,0x9bf0c
ISARJDLP,ISAR.JD.SHPDTE d,0x9ad44
ISARJDLP,ISAR.JD.SONUM,0x9c544
ISARTXNB,ISAR.TXN.ALPHA m,0x9ccac
ISARTXNB,ISAR.TXN.BIN,0x9d144
ISARTXNB,ISAR.TXN.CODE,0x9d274
ISARTXNB,ISAR.TXN.DATE  h,0x9cddc
ISARTXNB,ISAR.TXN.LINEID,0x9d1dc
ISARTXNB,ISAR.TXN.LOC   .,0x9d0ac
ISARTXNB,ISAR.TXN.QTY   8,0x9d014
ISARTXNB,ISAR.TXN.RLEASDl,0x9cd44
ISARTXNB,ISAR.TXN.SERIALO,0x9ce74
ISARTXNB,ISAR.TXN.SONUM,0x9d30c
ISARTXNB,ISAR.TXN.TMPSO U,0x9c5dc
ISAUTODC,IS.AUTO.DATE,0x9ed44
ISAUTODC,IS.AUTO.EXTRA  i,0x9d814
ISAUTODC,IS.AUTO.FILE,0x9ec14
ISAUTODC,IS.AUTO.FLAG   h,0x9d8ac
ISAUTODC,IS.AUTO.IP,0x9e30c
ISAUTODC,IS.AUTO.OPER   Z,0x9e144
ISAUTODC,IS.AUTO.TIME,0x9ecac
ISAUTODC,IS.AUTO.WOPRE  P,0x9e274
ISAUTODC,IS.AUTO.WOSUF  X,0x9e1dc
ISBANKS,IS.BANKS.ACCT  Y,0x9f4ac
ISBANKS,IS.BANKS.ACTIVEw,0x9f1dc
ISBANKS,IS.BANKS.AP    z,0x9f014
ISBANKS,IS.BANKS.AR    y,0x9f0ac
ISBANKS,IS.BANKS.BAL   B,0x9f5dc
ISBANKS,IS.BANKS.CURR  h,0x9f414
ISBANKS,IS.BANKS.DESC,0x9fcac
ISBANKS,IS.BANKS.GLD   6,0x9f70c
ISBANKS,IS.BANKS.INC.BSx,0x9f144
ISBANKS,IS.BANKS.NUM,0x9fddc
ISBANKS,IS.BANKS.ROUT  J,0x9f544
ISBANKS,IS.BANKS.SRT,0x9fd44
ISBANKS,IS.BANKS.TYPE  k,0x9f30c
ISBANKS,IS.BANKS.VEND  m,0x9f274
ISBILLSH,IS.BILLSH.BILL,0xa00ac
ISBILLSH,IS.BILLSH.EXTRA,0x9fe74
ISBILLSH,IS.BILLSH.FLAG,0x9ff0c
ISBILLSH,IS.BILLSH.SHIP,0xa0014
ISBINLOC,ISBIN.LOC.BIN,0xa0544
ISBINLOC,ISBIN.LOC.CDATE0,0xa0414
ISBINLOC,ISBIN.LOC.DFLT 8,0xa0274
ISBINLOC,ISBIN.LOC.EXTRA9,0xa01dc
ISBINLOC,ISBIN.LOC.ITEM,0xa0674
ISBINLOC,ISBIN.LOC.LOC,0xa05dc
ISBINLOC,ISBIN.LOC.VDATE4,0xa030c
ISBINLOT,IS.BINLOT.EXTRAD,0xa0d44
ISBINLOT,IS.BINLOT.FLAG C,0xa0ddc
ISBINLOT,IS.BINLOT.ITEM,0xa15dc
ISBINLOT,IS.BINLOT.LOC,0xa1544
ISBINLOT,IS.BINLOT.LOT,0xa14ac
ISBINLOT,IS.BINLOT.TMPSOv,0xa0cac
ISBINLOT,IS.BINLOT.UOH  7,0xa0f0c
ISBNMSTR,ISBN.MSTR.BIN,0xa1814
ISBNMSTR,ISBN.MSTR.DESC,0xa170c
ISBNMSTR,ISBN.MSTR.EXTRAU,0xa1674
ISBNMSTR,ISBN.MSTR.LOC,0xa18ac
ISBROKER,ISIS.BRK.CODE,0xa1944
ISBROKER,ISIS.BRK.FLAT,0xa19dc
ISBROKER,ISIS.BRK.PERC,0xa1a74
ISBROKER,ISIS.BRK.TYPE,0xa1b0c
ISBSF,ISBSF.AP.ATP   P,0xa39dc
ISBSF,ISBSF.AP.BAL   0,0xa40ac
ISBSF,ISBSF.AP.DISC  H,0xa3a74
ISBSF,ISBSF.AP.PAYA  8,0xa4014
ISBSF,ISBSF.AR.BAL,0xa4c14
ISBSF,ISBSF.AR.BILL,0xa430c
ISBSF,ISBSF.AR.DISC,0xa41dc
ISBSF,ISBSF.AR.RECP,0xa4274
ISBSF,ISBSF.CASH.ACTSH,0xa2144
ISBSF,ISBSF.ENDDATE,0xa4cac
ISBSF,ISBSF.EXTRA    h,0xa20ac
ISBSF,ISBSF.PO.BOOK  x,0xa3674
ISBSF,ISBSF.PO.OPEN  p,0xa370c
ISBSF,ISBSF.SO.OPEN  X,0xa3944
ISBSF,ISBSF.SO.SHIP  h,0xa3814
ISBSF,ISBSF.STARTDATE,0xa4d44
ISBSF,ISBSF.WOS.FOH,0xa24ac
ISBSF,ISBSF.WOS.FP   8,0xa2274
ISBSF,ISBSF.WOS.LAB,0xa2674
ISBSF,ISBSF.WOS.MAT,0xa2544
ISBSF,ISBSF.WOS.MEXT 0,0xa230c
ISBSF,ISBSF.WOS.OUTP,0xa25dc
ISBSF,ISBSF.WOS.SETUP,0xa270c
ISBUILD,IS.BUILD.DATE1 J,0xa4e74
ISBUILD,IS.BUILD.DATE2 N,0xa4ddc
ISBUILD,IS.BUILD.EXTRA,0x248674
ISBUILD,IS.BUILD.FILE,0x2485dc
ISBUILD,IS.BUILD.NSORT,0xa570c
ISBUILD,IS.BUILD.NSORT A,0x248014
ISBUILD,IS.BUILD.NUM1,0xa55dc
ISBUILD,IS.BUILD.NUM2,0xa5544
ISBUILD,IS.BUILD.NUM3,0xa54ac
ISBUILD,IS.BUILD.REC2,0xa5674
ISBUILD,IS.BUILD.REC2  I,0x2480ac
ISBUILD,IS.BUILD.UID,0xa5b0c
ISCACT,IS.CACT.ACTION,0xa5c14
ISCACT,IS.CACT.ALPHA  Y,0xa7d44
ISCACT,IS.CACT.CAR,0xa5cac
ISCACT,IS.CACT.CDATE,0xa5ddc
ISCACT,IS.CACT.COMPDTEM,0xa7c14
ISCACT,IS.CACT.D3     I,0xa68ac
ISCACT,IS.CACT.D3CD   x,0xa69dc
ISCACT,IS.CACT.D3R    i,0xa6944
ISCACT,IS.CACT.D6CD,0xa7414
ISCACT,IS.CACT.D6R,0xa6f0c
ISCACT,IS.CACT.D7,0xa74ac
ISCACT,IS.CACT.D7CD   D,0xa75dc
ISCACT,IS.CACT.D7DD   H,0xa7674
ISCACT,IS.CACT.D7R    5,0xa7544
ISCACT,IS.CACT.DUEDATE,0xa5e74
ISCACT,IS.CACT.OWNER,0xa5f0c
ISCACT,IS.CACT.REL,0xa5d44
ISCACT,IS.CACT.RISK   Q,0xa7cac
ISCACT,IS.CACT.STATUS L,0xa770c
ISCARDTE,IS.CDTE.CAR,0xa7ddc
ISCARDTE,IS.CDTE.CLOSEDTA,0xa85dc
ISCARDTE,IS.CDTE.DUEDATE,0xa8414
ISCARDTE,IS.CDTE.EXTRA  E,0xa8674
ISCARDTE,IS.CDTE.RDATE,0xa84ac
ISCARDTE,IS.CDTE.REL,0xa7e74
ISCARDTE,IS.CDTE.REL8D  x,0xa8814
ISCARDTE,IS.CDTE.STATUS w,0xa870c
ISCARDTE,IS.CDTE.WHO,0xa7f0c
ISCARFUP,IS.CARFUP.CAR,0xa95dc
ISCARFUP,IS.CARFUP.CDTE u,0xa8ddc
ISCARFUP,IS.CARFUP.CWHO y,0xa8d44
ISCARFUP,IS.CARFUP.DATE,0xa9544
ISCARFUP,IS.CARFUP.EXTRAC,0xa8e74
ISCARFUP,IS.CARFUP.TYPE 9,0xa8f0c
ISCARFUP,IS.CARFUP.UID,0xa9414
ISCARFUP,IS.CARFUP.USER,0xa94ac
ISCATMST,IS.CATM.CODE,0xaa014
ISCATMST,IS.CATM.DESC,0xa970c
ISCC,IS.CC.ADDRESS  B,0xaa5dc
ISCC,IS.CC.CARDTYPE t,0xaa4ac
ISCC,IS.CC.CODE,0xaa944
ISCC,IS.CC.SORT,0xaa8ac
ISCC,IS.CC.TOLKEN,0xaa814
ISCC,IS.CC.ZIP      j,0xaa544
ISCCBTXN,ISCC.TXN.BIN   F,0xab144
ISCCBTXN,ISCC.TXN.FABRIC,0xabc14
ISCCBTXN,ISCC.TXN.JOB,0xab30c
ISCCBTXN,ISCC.TXN.LOC   U,0xab0ac
ISCCBTXN,ISCC.TXN.LOT,0xab274
ISCCBTXN,ISCC.TXN.LOTQTYo,0xaae74
ISCCBTXN,ISCC.TXN.NEDQTYg,0xaaf0c
ISCCBTXN,ISCC.TXN.PULQTY_,0xab014
ISCCBTXN,ISCC.TXN.SDATE w,0xaaddc
ISCCBTXN,ISCC.TXN.SER   -,0xab1dc
ISCCBTXN,ISCC.TXN.STATUS,0xaacac
ISCCICM,ISCC.ICM.BOXNO,0xac1dc
ISCCICM,ISCC.ICM.BTNCOD,0xac544
ISCCICM,ISCC.ICM.BTNQTYw,0xac5dc
ISCCICM,ISCC.ICM.CODE,0xaeb0c
ISCCICM,ISCC.ICM.CUSFD v,0xabd44
ISCCICM,ISCC.ICM.CUSHTYJ,0xac0ac
ISCCICM,ISCC.ICM.CUST  i,0xae8ac
ISCCICM,ISCC.ICM.DESC,0xaea74
ISCCICM,ISCC.ICM.DESC2 -,0xae9dc
ISCCICM,ISCC.ICM.FILIT 7,0xac944
ISCCICM,ISCC.ICM.FILQTYs,0xac8ac
ISCCICM,ISCC.ICM.FSIZE K,0xae944
ISCCICM,ISCC.ICM.HINGE,0xae70c
ISCCICM,ISCC.ICM.LAWLABG,0xacc14
ISCCICM,ISCC.ICM.PDF   O,0xae5dc
ISCCICM,ISCC.ICM.PERCOMD,0xadd44
ISCCICM,ISCC.ICM.SEWNOT,0xaccac
ISCCICM,ISCC.ICM.SPY   6,0xae674
ISCCICM,ISCC.ICM.TIECOD9,0xad144
ISCCICM,ISCC.ICM.TIEMATR,0xad0ac
ISCCICM,ISCC.ICM.TIEQTYp,0xad014
ISCCICM,ISICC.ICM.,0xade74
ISCCMTF,ISCC.MTF.ITEM,0xaf8ac
ISCCMTF,ISCC.MTF.MTF,0xaf814
ISCHAINM,IS.CHAIN.CHILD,0xb00ac
ISCHAINM,IS.CHAIN.PARENT,0xb0144
ISCHAINM,IS.CHAIN.USER,0xb01dc
ISCONVRT,IS.CONV.ITEM,0xb1014
ISCONVRT,IS.CONV.PUM,0xb0a74
ISCONVRT,IS.CONV.SUM,0xb0b0c
ISCONVRT,IS.CONV.WTCONV 3,0xb08ac
ISCRISLS,ISCR.SLS.ALPHA f,0xb130c
ISCRISLS,ISCR.SLS.CUST,0xb1c14
ISCRISLS,ISCR.SLS.FDATE 9,0xb170c
ISCRISLS,ISCR.SLS.FLAG  a,0xb1414
ISCRISLS,ISCR.SLS.INVNUM1,0xb1814
ISCRISLS,ISCR.SLS.ITEM,0xb1b0c
ISCRISLS,ISCR.SLS.NUM   Q,0xb14ac
ISCRISLS,ISCR.SLS.SDATE,0xb1a74
ISCRISLS,ISCR.SLS.SHPDTE-,0xb18ac
ISCRISLS,ISCR.SLS.SOLDQTI,0xb1544
ISCRISLS,ISCR.SLS.SOLDTEE,0xb15dc
ISCRISLS,ISCR.SLS.SUOH,0xb19dc
ISCTEAM,IS.CTEAM.ACTION,0xb1d44
ISCTEAM,IS.CTEAM.CAR,0xb1cac
ISCTEAM,IS.CTEAM.NAME,0xb1ddc
ISCTEAM,IS.CTEAM.SDATE,0xb1f0c
ISCTEAM,IS.CTEAM.SIGNOF,0xb1e74
ISCTREVU,IS.CREVU.ACTIVEA,0xb3144
ISCTREVU,IS.CREVU.ADATE J,0xb2b0c
ISCTREVU,IS.CREVU.ADMIN 4,0xb330c
ISCTREVU,IS.CREVU.ATIME N,0xb2a74
ISCTREVU,IS.CREVU.CDATE B,0xb30ac
ISCTREVU,IS.CREVU.DEPT,0xb3414
ISCTREVU,IS.CREVU.EDATE F,0xb3014
ISCTREVU,IS.CREVU.EMP,0xb34ac
ISCTREVU,IS.CREVU.EMPNME,0xb3544
ISCTREVU,IS.CREVU.EXTRA W,0xb2944
ISCTREVU,IS.CREVU.FLAG  R,0xb29dc
ISCTREVU,IS.CREVU.LEVEL 5,0xb3274
ISCTREVU,IS.CREVU.MOTPAS7,0xb31dc
ISCYCLCD,IS.CYCLE.CODE,0xb39dc
ISCYCLCD,IS.CYCLE.DESC,0xb3944
ISCYCLCD,IS.CYCLE.NUM   7,0xb3674
ISDCSER,ISDC.SER.ALPHA c,0xb45dc
ISDCSER,ISDC.SER.BIN   E,0xb48ac
ISDCSER,ISDC.SER.EMP,0xb4a74
ISDCSER,ISDC.SER.FLAG  b,0xb4674
ISDCSER,ISDC.SER.ITEM,0xb4b0c
ISDCSER,ISDC.SER.LOC   T,0xb4814
ISDCSER,ISDC.SER.LOT   6,0xb4944
ISDCSER,ISDC.SER.OPER,0xb5014
ISDCSER,ISDC.SER.SERIAL,0xb49dc
ISDCSER,ISDC.SER.WOPRE,0xb5144
ISDCSER,ISDC.SER.WOSUF,0xb50ac
ISDEFECT,IS.DEF.CODE,0xb51dc
ISDEFECT,IS.DEF.DESC,0xb5274
ISDEFECT,IS.DEF.EXTRA   F,0xb530c
ISDEPT,IS.GF.DEPT,0xb5544
ISDEPT,IS.GF.DEPT.DESC,0xb54ac
ISDEPT,IS.GF.DEPT.MISC2,0xb5414
ISDIGSIG,IS.DSIG.ACTIVE,0xb61dc
ISDIGSIG,IS.DSIG.AMT,0xb5ddc
ISDIGSIG,IS.DSIG.DATE   a,0xb5cac
ISDIGSIG,IS.DSIG.EMP,0xb68ac
ISDIGSIG,IS.DSIG.FLAG   W,0xb5d44
ISDIGSIG,IS.DSIG.MOTCACH,0xb6814
ISDIGSIG,IS.DSIG.POENTBY,0xb630c
ISDIGSIG,IS.DSIG.SOENTBY,0xb6274
ISDIV,IS.GF.DIV,0xb6a74
ISDIV,IS.GF.DIV.DESC,0xb69dc
ISDIV,IS.GF.DIV.MISC 2,0xb6944
ISDRILL,LOOKUP.FILE    3,0xb6ddc
ISDRILL,LOOKUP.FILTERS B,0xb6d44
ISDRILL,LOOKUP.FROM,0xb78ac
ISDRILL,LOOKUP.GRID,0xb7814
ISDRILL,LOOKUP.KEY     1,0xb6e74
ISDRILL,LOOKUP.REC     -,0xb6f0c
ISDRILL,LOOKUP.WHILE,0xb6c14
ISDRILLM,DRILLM.CHILD,0xb7ddc
ISDRILLM,DRILLM.FILE    7,0xb7cac
ISDRILLM,DRILLM.MENU,0xb7d44
ISDRILLM,DRILLM.PARENT,0xb7e74
ISDRILLM,DRILLM.SFIELD  F,0xb7c14
ISDROP,IS.DROP.CODE,0xb8144
ISDROP,IS.DROP.EXTRA  F,0xb7f0c
ISDROP,IS.DROP.TEXT,0xb80ac
ISDUTY,ISIS.DUTY.DCODE,0xb81dc
ISDUTY,ISIS.DUTY.PERC,0xb8274
ISEAB,IS.EAB.CONTACT,0xb85dc
ISEAB,IS.EAB.EMAIL   A,0xb8414
ISEAB,IS.EAB.EXTRA   _,0xb830c
ISEAB,IS.EAB.LNAME   2,0xb84ac
ISEAB,IS.EAB.USER,0xb8674
ISECO,IS.ECO.DRAW,0xb95dc
ISECO,IS.ECO.EXTRA   F,0xb870c
ISECO,IS.ECO.INVDISP D,0xb8c14
ISECO,IS.ECO.PART,0xb9674
ISECO,IS.ECO.REVLVL,0xb9544
ISESTDTL,IS.EST.BOM.FLAGQ,0xbc1dc
ISESTDTL,IS.EST.CUST,0xbce74
ISESTDTL,IS.EST.EX.FLAG S,0xbc30c
ISESTDTL,IS.EST.EXTRA2  _,0xbc544
ISESTDTL,IS.EST.LAB,0x7b144
ISESTDTL,IS.EST.LABMU   _,0x7b1dc
ISESTDTL,IS.EST.LINE,0xb9cac
ISESTDTL,IS.EST.MAT     o,0x7b014
ISESTDTL,IS.EST.MISC    G,0x7aa74
ISESTDTL,IS.EST.NUM,0xb970c
ISESTDTL,IS.EST.OP,0x7a814
ISESTDTL,IS.EST.OPMU    W,0x7a8ac
ISESTDTL,IS.EST.OPPTYPE T,0xbc414
ISESTDTL,IS.EST.OVALL   7,0x7a4ac
ISESTDTL,IS.EST.PART,0xb9c14
ISESTDTL,IS.EST.QTREV   V,0xbc4ac
ISESTDTL,IS.EST.QTY,0xb9d44
ISESTDTL,IS.EST.QUICK,0xbcf0c
ISESTDTL,IS.EST.RT.FLAG R,0xbc274
ISESTDTL,IS.EST.SO,0xbd014
ISESTDTL,IS.EST.TEMP.NUMO,0xbc144
ISESTDTL,IS.EST.VOVHD   w,0x7a70c
ISESTDTL,IS.EST.WOPRE,0xbd0ac
ISESTDTL,IS.EST.WOSUF,0xbd144
ISFIELDS,IS.FLDS.ANUM   s,0xbd274
ISFIELDS,IS.FLDS.DESC,0xbdcac
ISFIELDS,IS.FLDS.EXTRA  A,0xbd30c
ISFIELDS,IS.FLDS.FD,0xbdddc
ISFIELDS,IS.FLDS.FIELD,0xbdd44
ISFIELDS,IS.FLDS.REQUIREu,0xbd1dc
ISFOBMRM,ISFO.BRM.COMP  9,0xbe414
ISFOBMRM,ISFO.BRM.EXTRA,0xbde74
ISFOBMRM,ISFO.BRM.LINE  7,0xbe4ac
ISFOBMRM,ISFO.BRM.REMARKH,0xbdf0c
ISFOBMRM,ISFO.BRM.UID,0xbe5dc
ISFOHEAD,ISFO.HDR.CUST  Y,0xbeb0c
ISFOHEAD,ISFO.HDR.DATE  7,0xbecac
ISFOHEAD,ISFO.HDR.RFQ   m,0xbe9dc
ISFOHEAD,ISFO.HDR.UID,0xbeddc
ISFOHEAD,ISFO.HDR.VEND  c,0xbea74
ISFOHIST,ISFO.HIST.CVTNO,0xbf70c
ISFOHIST,ISFO.HIST.PART l,0xbfcac
ISFOHIST,ISFO.HIST.STATUD,0xbfd44
ISFOHIST,ISFO.HIST.UID,0xc0414
ISFOLINE,ISFO.LIN.BEXTRAb,0xc0674
ISFOLINE,ISFO.LIN.COMP,0xc1414
ISFOLINE,ISFO.LIN.DATE1 Z,0xc0814
ISFOLINE,ISFO.LIN.DUPOP J,0xc09dc
ISFOLINE,ISFO.LIN.LINEN,0xc14ac
ISFOLINE,ISFO.LIN.OP    7,0xc0cac
ISFOLINE,ISFO.LIN.OPDSC K,0xc0944
ISFOLINE,ISFO.LIN.QTYREQ,0xc0f0c
ISFOLINE,ISFO.LIN.REF,0xc0e74
ISFOLINE,ISFO.LIN.RTNUM H,0xc0a74
ISFOLINE,ISFO.LIN.TYPE  .,0xc0ddc
ISFOLINE,ISFO.LIN.UID,0xc1c14
ISFOLINE,ISFO.LIN.VEND  P,0xc08ac
ISFOORDL,ISFO.ORDL.LOC,0xc25dc
ISFOORDL,ISFO.ORDL.PCODE.,0xc2a74
ISFOORDL,ISFO.ORDL.PDISCk,0xc2814
ISFOORDL,ISFO.ORDL.PEXT s,0xc270c
ISFOORDL,ISFO.ORDL.PPRCEc,0xc28ac
ISFOORDL,ISFO.ORDL.UID,0xc2c14
ISFSCLAS,IS.FIB.CLASS,0xc2ddc
ISFSCLAS,IS.FIB.EXTRA   6,0xc2cac
ISFSCLAS,IS.FIB.GROUP,0xc2d44
ISFSINFO,IS.FIB.CONTRACT,0xc3414
ISFSINFO,IS.FIB.MISC    -,0xc2f0c
ISFSINFO,IS.FIB.PROGRAM,0xc34ac
ISFUTYPE,IS.FUTYPE.DESC,0xc35dc
ISFUTYPE,IS.FUTYPE.EXTRAF,0xc3544
ISFUTYPE,IS.FUTYPE.TYPE,0xc3674
ISFXASST,IS.FXA.CSTBAS  b,0xc470c
ISFXASST,IS.FXA.DESC2   D,0xc5014
ISFXASST,IS.FXA.EXTRA,0xc370c
ISFXASST,IS.FXA.LDEPDATE,0xc3814
ISFXASST,IS.FXA.LDEPPERC,0xc38ac
ISFXASST,IS.FXA.LIFE    r,0xc45dc
ISFXASST,IS.FXA.METH    z,0xc4544
ISFXASST,IS.FXA.NUMBER,0xc51dc
ISFXASST,IS.FXA.RESVAL  j,0xc4674
ISFXASST,IS.FXA.TYPE,0xc5144
ISFXATRN,IS.FXT.ACDEPA  6,0xc55dc
ISFXATRN,IS.FXT.AMOUNT,0xc58ac
ISFXATRN,IS.FXT.AUDIT,0xc570c
ISFXATRN,IS.FXT.DATE,0xc5944
ISFXATRN,IS.FXT.DEPEXPA D,0xc54ac
ISFXATRN,IS.FXT.DEPEXPD N,0xc5414
ISFXATRN,IS.FXT.EXTRA   Z,0xc5274
ISFXATRN,IS.FXT.NETAVAL R,0xc530c
ISFXATRN,IS.FXT.NUMBER,0xc59dc
ISFXATRN,IS.FXT.PERC,0xc5814
ISFXATRN,IS.FXT.POSTED  5,0xc5674
ISGLCOA,ISGL.5YPAST,0xc5e74
ISGLCOA,ISGL.6YPAST    z,0xc5ddc
ISGLCOA,ISGL.6YPAST.YE,0xc5b0c
ISGLCOA,ISGL.ACCT,0xc6c14
ISGLCOA,ISGL.ACCTD,0xc6674
ISGLCOA,ISGL.CEXTRA,0xc5a74
ISGLCOA,ISGL.GLDPT,0xc670c
ISGLDATE,ISGL.1YDATE    0,0xc7544
ISGLDATE,ISGL.6YDATE,0xc6ddc
ISGLDATE,ISGL.CYDATE,0xc75dc
ISGLDATE,ISGL.EXTRA     T,0xc6cac
ISGLDATE,ISGL.FYDATE    P,0xc6d44
ISGLNBGT,ISGL.BGT.ACCT,0xc7c14
ISGLNBGT,ISGL.BGT.BUDGET,0xc7a74
ISGLNBGT,ISGL.BGT.EDATE,0xc770c
ISGLNBGT,ISGL.BGT.EXTRA,0xc7674
ISGLNBGT,ISGL.BGT.GLDPT,0xc7b0c
ISICMSTR,IS.PROD.ALPHA,0xc930c
ISICMSTR,IS.PROD.CODE,0xc7cac
ISICMSTR,IS.PROD.FLAG,0xc9274
ISICMSTR,IS.PROD.ITP,0xc7ddc
ISICMSTR,IS.PROD.RCDATE,0xc91dc
ISICMSTR,IS.PROD.RCODE,0xc970c
ISICMSTR,IS.PROD.SLEAD,0xc9144
ISICMSTR,IS.PROD.WT,0xc7d44
ISIS,IS.AUTO.TAX.CAL0,0xcb70c
ISIS,IS.COMM.PRICE,0xc9f0c
ISIS,IS.DEMO,0xca944
ISIS,IS.EZPAY       1,0xcc014
ISIS,IS.IMAGING,0xca814
ISIS,IS.LANDED.COST,0xc9d44
ISIS,IS.MULTI.CPAY,0xcaa74
ISIS,IS.MULTI.CURR,0xc9cac
ISIS,IS.PIC.PATH,0xcab0c
ISIS,IS.RETAIL.PRICE,0xc9e74
ISIS,IS.RMA         2,0xcc0ac
ISIS,IS.SPEC.SUP    3,0xcc144
ISIS,IS.SPEC.SUPF   4,0xcc1dc
ISIS,IS.SPEC.SUPT   6,0xcc274
ISIS,IS.TAX,0xc9c14
ISIS,IS.TAX.CVT     .,0xcb5dc
ISIS,IS.TAX.IN      -,0xcb544
ISIS,IS.UPC,0xc9ddc
ISIS,IS.UPC.1,0xca8ac
ISIS,IS.UPC.2,0xca9dc
ISITP,IS.ITP.DESC,0xcc814
ISITP,IS.ITP.EXTRA   d,0xcc30c
ISITP,IS.ITP.NUM,0xcc8ac
ISJAVA,IS.JAVA.UID,0xcc944
ISJOB,IS.JOB.CLOSEDT G,0xcd014
ISJOB,IS.JOB.CUST    -,0xcd30c
ISJOB,IS.JOB.DESC,0xcd814
ISJOB,IS.JOB.EXTRA   K,0xccb0c
ISJOB,IS.JOB.NUMB,0xcd8ac
ISJOB,IS.JOB.OPENDT  C,0xcd0ac
ISJOB,IS.JOB.RSVD    A,0xcd1dc
ISJOB,IS.JOB.STATUS  B,0xcd144
ISJOB,IS.JOB.VEND    7,0xcd274
ISLANDF,ISIS.LND.GLACF,0xcdc14
ISLANDF,ISIS.LND.GLADT,0xcd944
ISLANDF,ISIS.LND.GLAFR,0xcda74
ISLANDF,ISIS.LND.GLDDT,0xcd9dc
ISLANDF,ISIS.LND.GLDFR,0xcdb0c
ISLBLMAP,IS.LABEL.CUST  F,0xce5dc
ISLBLMAP,IS.LABEL.DESC,0xcf144
