path,status,size_bytes,content_sniff,error,pt_len
\\i2s109-solidcrm\DBAMFG$\T7IND.RWN,OK,654640,binary_0xae5b,,654640
\\i2s109-solidcrm\DBAMFG$\T7JCC.RWN,OK,7280,binary_0x7366,,7280
\\i2s109-solidcrm\DBAMFG$\T7JCD.RWN,OK,7278,binary_0xca0c,,7278
\\i2s109-solidcrm\DBAMFG$\T7INLOA.RWN,OK,295361,binary_0x0cf0,,295361
\\i2s109-solidcrm\DBAMFG$\T7INLV.RWN,OK,270163,binary_0xf3d5,,270163
\\i2s109-solidcrm\DBAMFG$\T7INA.RWN,OK,790154,binary_0x75f8,,790154
\\i2s109-solidcrm\DBAMFG$\T7JCG.RWN,OK,7278,binary_0x38fa,,7278
\\i2s109-solidcrm\DBAMFG$\T7JCI.RWN,OK,7277,binary_0x5177,,7277
\\i2s109-solidcrm\DBAMFG$\T7ING.RWN,OK,634468,binary_0x5e6b,,634468
\\i2s109-solidcrm\DBAMFG$\T7INLN.RWN,OK,337676,binary_0x58cc,,337676
\\i2s109-solidcrm\DBAMFG$\T7JCJ.RWN,OK,7279,binary_0xe580,,7279
\\i2s109-solidcrm\DBAMFG$\T7JCK.RWN,OK,7279,binary_0x1c17,,7279
\\i2s109-solidcrm\DBAMFG$\T7INNA.RWN,OK,282878,binary_0x3d7a,,282878
\\i2s109-solidcrm\DBAMFG$\T7INLJ.RWN,OK,479503,binary_0x63bf,,479503
\\i2s109-solidcrm\DBAMFG$\T7JCO.RWN,OK,7278,binary_0x08ec,,7278
\\i2s109-solidcrm\DBAMFG$\T7INVARCH.RWN,OK,225807,binary_0xcd9b,,225807
\\i2s109-solidcrm\DBAMFG$\T7INVENTORY.RWN,OK,223725,binary_0xf4ab,,223725
\\i2s109-solidcrm\DBAMFG$\T7INNB.RWN,OK,297920,binary_0x8de2,,297920
\\i2s109-solidcrm\DBAMFG$\T7INLT.RWN,OK,338529,binary_0x7ab0,,338529
\\i2s109-solidcrm\DBAMFG$\T7JCT.RWN,OK,7273,binary_0xe522,,7273
\\i2s109-solidcrm\DBAMFG$\T7JAVARUN.RWN,OK,122445,binary_0xabcf,,122445
\\i2s109-solidcrm\DBAMFG$\T7INNC.RWN,OK,347508,binary_0x6567,,347508
\\i2s109-solidcrm\DBAMFG$\T7INND.RWN,OK,371715,binary_0x7671,,371715
\\i2s109-solidcrm\DBAMFG$\T7INM.RWN,OK,398193,binary_0x214a,,398193
\\i2s109-solidcrm\DBAMFG$\T7ITMCFG.RWN,OK,235917,binary_0xfb74,,235917
\\i2s109-solidcrm\DBAMFG$\T7INLO.RWN,OK,473899,binary_0x771b,,473899
\\i2s109-solidcrm\DBAMFG$\t7jobs.RWN,OK,104424,binary_0x428d,,104424
\\i2s109-solidcrm\DBAMFG$\T7INLS.RWN,OK,452204,binary_0xff93,,452204
\\i2s109-solidcrm\DBAMFG$\T7JAVASET.RWN,OK,237347,binary_0xa885,,237347
\\i2s109-solidcrm\DBAMFG$\T7ISMCC.RWN,OK,300851,binary_0xb080,,300851
\\i2s109-solidcrm\DBAMFG$\t7jbs.RWN,OK,247307,binary_0x0c08,,247307
\\i2s109-solidcrm\DBAMFG$\T7INB.RWN,OK,957850,binary_0x2d17,,957850
\\i2s109-solidcrm\DBAMFG$\t7jftrans.RWN,OK,170389,binary_0x3f02,,170389
\\i2s109-solidcrm\DBAMFG$\T7INP.RWN,OK,458782,binary_0xbcb7,,458782
\\i2s109-solidcrm\DBAMFG$\T7INS.RWN,OK,463641,binary_0x4ab8,,463641
\\i2s109-solidcrm\DBAMFG$\T7JCB.RWN,OK,308637,binary_0x7a1a,,308637
\\i2s109-solidcrm\DBAMFG$\T7INO.RWN,OK,507715,binary_0x684d,,507715
\\i2s109-solidcrm\DBAMFG$\T7INLM.RWN,OK,617310,binary_0x64a7,,617310
\\i2s109-solidcrm\DBAMFG$\T7JCRM.RWN,OK,248526,binary_0xe93a,,248526
\\i2s109-solidcrm\DBAMFG$\T7LCD.RWN,OK,7278,binary_0x518e,,7278
\\i2s109-solidcrm\DBAMFG$\T7INLR.RWN,OK,580148,binary_0x356e,,580148
\\i2s109-solidcrm\DBAMFG$\t7jODPSales.RWN,OK,216690,binary_0x866a,,216690
\\i2s109-solidcrm\DBAMFG$\T7JCH.RWN,OK,318677,binary_0x4b38,,318677
\\i2s109-solidcrm\DBAMFG$\T7JCF.RWN,OK,317577,binary_0xfed9,,317577
\\i2s109-solidcrm\DBAMFG$\T7JCE.RWN,OK,330232,binary_0xb1b8,,330232
\\i2s109-solidcrm\DBAMFG$\T7JCP.RWN,OK,296920,binary_0x0474,,296920
\\i2s109-solidcrm\DBAMFG$\t7jpos.RWN,OK,217386,binary_0xd839,,217386
\\i2s109-solidcrm\DBAMFG$\t7jsacc.RWN,OK,215798,binary_0x342f,,215798
\\i2s109-solidcrm\DBAMFG$\T7JCN.RWN,OK,329774,binary_0x8eb3,,329774
\\i2s109-solidcrm\DBAMFG$\t7jsaIc.RWN,OK,215794,binary_0x057a,,215794
\\i2s109-solidcrm\DBAMFG$\T7JCL.RWN,OK,348418,binary_0x88f4,,348418
\\i2s109-solidcrm\DBAMFG$\T7JCA.RWN,OK,405343,binary_0x83ba,,405343
\\i2s109-solidcrm\DBAMFG$\t7jtemp.RWN,OK,170469,binary_0x9cf2,,170469
\\i2s109-solidcrm\DBAMFG$\t7jsaPBI.RWN,OK,215802,binary_0xe9e7,,215802
\\i2s109-solidcrm\DBAMFG$\T7JCQ.RWN,OK,353345,binary_0x0636,,353345
\\i2s109-solidcrm\DBAMFG$\t7jsaSRS.RWN,OK,215802,binary_0xb4c0,,215802
\\i2s109-solidcrm\DBAMFG$\t7jsoi.RWN,OK,215094,binary_0xd87f,,215094
\\i2s109-solidcrm\DBAMFG$\t7jUPD.RWN,OK,170614,binary_0xb9c8,,170614
\\i2s109-solidcrm\DBAMFG$\t7lang.RWN,OK,145833,binary_0xf773,,145833
\\i2s109-solidcrm\DBAMFG$\T7jsql.RWN,OK,216668,binary_0xfd4f,,216668
\\i2s109-solidcrm\DBAMFG$\T7JCR.RWN,OK,382293,binary_0xa1b9,,382293
\\i2s109-solidcrm\DBAMFG$\t7jsettings.RWN,OK,239550,binary_0xc12a,,239550
\\i2s109-solidcrm\DBAMFG$\t7jtree.RWN,OK,216638,binary_0x34b3,,216638
\\i2s109-solidcrm\DBAMFG$\T7LGSSOEVerify.RWN,OK,117341,binary_0x39a2,,117341
\\i2s109-solidcrm\DBAMFG$\T7LIMACC.RWN,OK,140858,binary_0xb43d,,140858
\\i2s109-solidcrm\DBAMFG$\t7m7force.RWN,OK,160842,binary_0xa1fb,,160842
\\i2s109-solidcrm\DBAMFG$\T7JCM.RWN,OK,467286,binary_0xdbdc,,467286
\\i2s109-solidcrm\DBAMFG$\T7Memo2Alpha.RWN,OK,146098,binary_0xfad6,,146098
\\i2s109-solidcrm\DBAMFG$\T7MLC.RWN,OK,128075,binary_0xe3e7,,128075
\\i2s109-solidcrm\DBAMFG$\T7LCB.RWN,OK,246733,binary_0x4cc7,,246733
\\i2s109-solidcrm\DBAMFG$\T7JCENG.RWN,OK,538038,binary_0xa539,,538038
\\i2s109-solidcrm\DBAMFG$\T7JCS.RWN,OK,464295,binary_0xce63,,464295
\\i2s109-solidcrm\DBAMFG$\T7MSG.RWN,OK,6454,binary_0x2292,,6454
\\i2s109-solidcrm\DBAMFG$\t7nest.RWN,OK,7030,binary_0x3562,,7030
\\i2s109-solidcrm\DBAMFG$\T7MRK.RWN,OK,54070,binary_0x1a1a,,54070
\\i2s109-solidcrm\DBAMFG$\T7LCA.RWN,OK,307338,binary_0x900f,,307338
\\i2s109-solidcrm\DBAMFG$\T7LCG.RWN,OK,268670,binary_0x15cc,,268670
\\i2s109-solidcrm\DBAMFG$\T7LCE.RWN,OK,310196,binary_0x690a,,310196
\\i2s109-solidcrm\DBAMFG$\T7LCC.RWN,OK,315503,binary_0xf364,,315503
\\i2s109-solidcrm\DBAMFG$\T7LCF.RWN,OK,302991,binary_0xf6a7,,302991
\\i2s109-solidcrm\DBAMFG$\t7packmenu.RWN,OK,8726,binary_0x83d8,,8726
\\i2s109-solidcrm\DBAMFG$\T7MRA.RWN,OK,236647,binary_0x6289,,236647
\\i2s109-solidcrm\DBAMFG$\T7MDefBanks.RWN,OK,272180,binary_0x1773,,272180
\\i2s109-solidcrm\DBAMFG$\t7pass.RWN,OK,6924,binary_0x5eb4,,6924
\\i2s109-solidcrm\DBAMFG$\T7MRADE.RWN,OK,240146,binary_0x73d7,,240146
\\i2s109-solidcrm\DBAMFG$\T7MAPDEPO.RWN,OK,302335,binary_0x1b70,,302335
\\i2s109-solidcrm\DBAMFG$\T7KIT.RWN,OK,405291,binary_0x6cd2,,405291
\\i2s109-solidcrm\DBAMFG$\T7NOTESFIX.RWN,OK,128829,binary_0x4f3b,,128829
\\i2s109-solidcrm\DBAMFG$\T7MRC.RWN,OK,274201,binary_0xaa40,,274201
\\i2s109-solidcrm\DBAMFG$\T7MRB.RWN,OK,297605,binary_0xc6d5,,297605
\\i2s109-solidcrm\DBAMFG$\T7numdef.RWN,OK,139122,binary_0xf663,,139122
\\i2s109-solidcrm\DBAMFG$\T7MRE.RWN,OK,303842,binary_0x72eb,,303842
\\i2s109-solidcrm\DBAMFG$\T7MRD.RWN,OK,307250,binary_0x35c4,,307250
\\i2s109-solidcrm\DBAMFG$\T7MHOPE.RWN,OK,351243,binary_0x4575,,351243
\\i2s109-solidcrm\DBAMFG$\T7POBNP.RWN,OK,7275,binary_0xaef6,,7275
\\i2s109-solidcrm\DBAMFG$\T7NTLKFix.RWN,OK,152271,binary_0xf76d,,152271
\\i2s109-solidcrm\DBAMFG$\T7MDefNDC.RWN,OK,381086,binary_0x47e0,,381086
\\i2s109-solidcrm\DBAMFG$\T7NEWINIT.RWN,OK,220104,binary_0xdb44,,220104
\\i2s109-solidcrm\DBAMFG$\T7MRL.RWN,OK,256194,binary_0x76b5,,256194
\\i2s109-solidcrm\DBAMFG$\t7lgssoe.RWN,OK,482933,binary_0x415b,,482933
\\i2s109-solidcrm\DBAMFG$\T7MRN.RWN,OK,293936,binary_0xa36b,,293936
\\i2s109-solidcrm\DBAMFG$\T7MRI.RWN,OK,388113,binary_0xe649,,388113
\\i2s109-solidcrm\DBAMFG$\T7MRO.RWN,OK,296132,binary_0x8fee,,296132
\\i2s109-solidcrm\DBAMFG$\T7MRIX.RWN,OK,394019,binary_0x66d4,,394019
\\i2s109-solidcrm\DBAMFG$\T7MRJX.RWN,OK,367580,binary_0xfdd3,,367580
\\i2s109-solidcrm\DBAMFG$\T7POIA.RWN,OK,46561,binary_0x7db7,,46561
\\i2s109-solidcrm\DBAMFG$\t7pod.RWN,OK,134119,binary_0xe562,,134119
\\i2s109-solidcrm\DBAMFG$\T7MRG.RWN,OK,443345,binary_0x45c5,,443345
\\i2s109-solidcrm\DBAMFG$\T7POIB.RWN,OK,46561,binary_0x9463,,46561
\\i2s109-solidcrm\DBAMFG$\T7MRH.RWN,OK,455600,binary_0x6716,,455600
\\i2s109-solidcrm\DBAMFG$\T7POE.RWN,OK,134181,binary_0xf924,,134181
\\i2s109-solidcrm\DBAMFG$\T7MRF.RWN,OK,478527,binary_0xbdc8,,478527
\\i2s109-solidcrm\DBAMFG$\T7POIE.RWN,OK,46561,binary_0xebaf,,46561
\\i2s109-solidcrm\DBAMFG$\T7POIF.RWN,OK,46561,binary_0x0f1d,,46561
\\i2s109-solidcrm\DBAMFG$\T7PICA.RWN,OK,296838,binary_0x7d51,,296838
\\i2s109-solidcrm\DBAMFG$\T7PID.RWN,OK,292374,binary_0x3235,,292374
\\i2s109-solidcrm\DBAMFG$\T7PIE.RWN,OK,267818,binary_0x9979,,267818
\\i2s109-solidcrm\DBAMFG$\T7MRJ.RWN,OK,493423,binary_0xde39,,493423
\\i2s109-solidcrm\DBAMFG$\T7nzemail.RWN,OK,353897,binary_0x6add,,353897
\\i2s109-solidcrm\DBAMFG$\T7PIH.RWN,OK,264170,binary_0xd78e,,264170
\\i2s109-solidcrm\DBAMFG$\T7PIB.RWN,OK,343391,binary_0x4758,,343391
\\i2s109-solidcrm\DBAMFG$\T7PIA.RWN,OK,385240,binary_0x1ecd,,385240
\\i2s109-solidcrm\DBAMFG$\T7PIC.RWN,OK,397456,binary_0x270b,,397456
\\i2s109-solidcrm\DBAMFG$\T7MDefaults.RWN,OK,675904,binary_0x17d0,,675904
\\i2s109-solidcrm\DBAMFG$\T7MULTIYIELD.RWN,OK,526952,binary_0x544c,,526952
\\i2s109-solidcrm\DBAMFG$\T7POF.RWN,OK,282294,binary_0x8bac,,282294
\\i2s109-solidcrm\DBAMFG$\T7POR.RWN,OK,7285,binary_0xdcbb,,7285
\\i2s109-solidcrm\DBAMFG$\T7POAIMPLINES.RWN,OK,390061,binary_0x94a1,,390061
\\i2s109-solidcrm\DBAMFG$\T7PIF.RWN,OK,418645,binary_0xb52b,,418645
\\i2s109-solidcrm\DBAMFG$\T7POIC.RWN,OK,264436,binary_0xfe6f,,264436
\\i2s109-solidcrm\DBAMFG$\T7POH.RWN,OK,308341,binary_0x468a,,308341
